CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U90087DL2006OPC678724,PHARMA DEVELOPERS EXPORTS LIMITED,Private,Unlimited Company,State Govt company,25/03/2006,40796633,656893,Active,WHOLESALE TRADE,"A-101, Brigade Road, Borivali, Delhi - 423938",ROC-DELHI
L51836DL2008PTC576430,SOLUTIONS EDUCATION LIMITED,One Person Company,Company limited by shares,State Govt company,02/11/2008,21960711,18912925,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Anna Salai, Satellite, Delhi - 454710",ROC-DELHI
L93880DL2002OPC761499,IMPORTS SERVICES LIMITED,Public,Company limited by shares,Non-govt company,23/02/2002,2141028,20803800,Active,WHOLESALE TRADE,"D-404, MG Road, Andheri, Delhi - 530951",ROC-DELHI
L13962DL2013PTC269010,DEVELOPERS LIMITED,Public,Company limited by shares,Non-govt company,20/04/2013,4849303,11992166,Under Liquidation,MANUFACTURING (TEXTILES),"C-303, Park Street, Satellite, Delhi - 440187",ROC-DELHI
U46844DL2017OPC640364,FINANCE PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,11/12/2017,35598428,20537395,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Adyar, Delhi - 460282",ROC-DELHI
U35360DL2007PLC167495,EDUCATION LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/02/2007,26944338,7568622,Strike Off,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Adyar, Delhi - 434575",ROC-DELHI
U37331DL2014PLC808517,INVESTMENTS INNOVATIONS PHARMA LIMITED,Private,Unlimited Company,Non-govt company,30/12/2014,43586774,15138696,Under Liquidation,EDUCATION,"B-202, MG Road, Adyar, Delhi - 539398",ROC-DELHI
U65202DL2009OPC639035,CONSTRUCTIONS FINANCE SERVICES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,09/03/2009,18135032,14879924,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Link Road, Borivali, Delhi - 507656",ROC-DELHI
U69403DL2003PLC646850,ENTERPRISES LIMITED,Public,Company limited by guarantee,State Govt company,22/12/2003,25655937,20526097,Under Liquidation,COMPUTER PROGRAMMING,"C-303, Park Street, Whitefield, Delhi - 414159",ROC-DELHI
L33921DL2001PLC101531,IMPORTS GLOBAL PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,23/11/2001,15054670,4881375,Active,REAL ESTATE ACTIVITIES,"A-101, Link Road, Satellite, Delhi - 519155",ROC-DELHI
L18039DL2024PLC553087,GLOBAL VENTURES PRIVATE LIMITED,Private,Company limited by shares,State Govt company,11/10/2024,44023181,8089138,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"D-404, Park Street, Satellite, Delhi - 407722",ROC-DELHI
U48598DL2018PTC251062,VENTURES TECH PRIVATE LIMITED,Private,Unlimited Company,State Govt company,08/12/2018,15125101,178368,Dissolved,RETAIL TRADE,"E-505, Brigade Road, Andheri, Delhi - 553809",ROC-DELHI
L97158DL2023PTC829178,MANUFACTURING HEALTHCARE VENTURES LIMITED,Public,Company limited by guarantee,State Govt company,13/04/2023,24637448,8667720,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"A-101, Brigade Road, Adyar, Delhi - 486210",ROC-DELHI
U25481DL2015PTC795998,SYSTEMS TECHNOLOGIES INVESTMENTS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,25/12/2015,14811710,12872437,Amalgamated,RETAIL TRADE,"A-101, Link Road, Whitefield, Delhi - 486163",ROC-DELHI
L16097DL2006PLC892727,FOODS TEXTILES OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,18/03/2006,37920269,9224999,Active,REAL ESTATE ACTIVITIES,"D-404, Anna Salai, Andheri, Delhi - 411610",ROC-DELHI
L71323DL2006PTC513763,PHARMA INDIA HEALTHCARE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,01/05/2006,9989915,1065496,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"B-202, Anna Salai, Andheri, Delhi - 440681",ROC-DELHI
L77203DL2002PTC819354,REALTY CORPORATIONS CONSTRUCTIONS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,23/07/2002,8505523,7187344,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Satellite, Delhi - 432641",ROC-DELHI
U42825DL2017PLC105204,VENTURES INDUSTRIES INTERNATIONAL PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,29/05/2017,44009735,3159729,Under Liquidation,MANUFACTURING (CHEMICALS),"B-202, MG Road, Whitefield, Delhi - 474138",ROC-DELHI
U53160DL2019OPC810295,CHEMICALS LIMITED,Public,Unlimited Company,Non-govt company,08/06/2019,10748004,2778104,Strike Off,WHOLESALE TRADE,"D-404, Link Road, Borivali, Delhi - 552368",ROC-DELHI
U47273DL2008PTC604812,GLOBAL LIMITED,Private,Company limited by guarantee,State Govt company,11/01/2008,10984520,3672992,Active,CONSTRUCTION,"E-505, MG Road, Whitefield, Delhi - 556950",ROC-DELHI
U98514DL2002PTC893879,PHARMA VENTURES OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,17/02/2002,14870922,14351700,Active,CONSTRUCTION,"A-101, Link Road, Whitefield, Delhi - 546905",ROC-DELHI
U74407DL2002PTC232726,INVESTMENTS SYSTEMS PHARMA PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,27/06/2002,11295313,18603649,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Satellite, Delhi - 539313",ROC-DELHI
U71562DL2010PLC155755,SERVICES INDUSTRIES LIMITED,Private,Company limited by guarantee,Non-govt company,08/09/2010,21810812,17564197,Strike Off,REAL ESTATE ACTIVITIES,"B-202, Brigade Road, Satellite, Delhi - 504435",ROC-DELHI
L85744DL2011PTC983270,INDUSTRIES INVESTMENTS LIMITED,One Person Company,Company limited by shares,State Govt company,10/01/2011,30286266,15716857,Strike Off,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Whitefield, Delhi - 446063",ROC-DELHI
U48321DL2011PTC159627,FOODS MANUFACTURING PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,07/12/2011,5362361,12151159,Strike Off,MANUFACTURING (CHEMICALS),"B-202, Link Road, Adyar, Delhi - 496543",ROC-DELHI
U87005DL2007PTC538469,CAPITAL MANUFACTURING LIMITED,One Person Company,Unlimited Company,Non-govt company,23/09/2007,14987731,8396771,Under Liquidation,CONSTRUCTION,"A-101, Park Street, Andheri, Delhi - 539416",ROC-DELHI
U21639DL2011OPC675877,REALTY MANUFACTURING DEVELOPERS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,06/08/2011,16007295,16104200,Strike Off,WHOLESALE TRADE,"D-404, Park Street, Satellite, Delhi - 444797",ROC-DELHI
U31584DL2009PTC722366,HEALTHCARE SOLUTIONS INTERNATIONAL PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,08/03/2009,21549346,815656,Dissolved,EDUCATION,"D-404, Anna Salai, Whitefield, Delhi - 549966",ROC-DELHI
L92179DL2008PTC712698,FOODS PHARMA PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,05/02/2008,13925952,21817508,Dissolved,ACCOMMODATION AND FOOD SERVICE,"B-202, Anna Salai, Adyar, Delhi - 544783",ROC-DELHI
L88776DL2007PLC693119,HEALTHCARE PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,07/12/2007,33357175,19439718,Amalgamated,COMPUTER PROGRAMMING,"D-404, MG Road, Whitefield, Delhi - 431913",ROC-DELHI
L26656DL2011PLC906295,TEXTILES OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,28/09/2011,8223580,19169471,Dissolved,WHOLESALE TRADE,"A-101, Anna Salai, Whitefield, Delhi - 472752",ROC-DELHI
U62136DL2002PLC457866,SOLUTIONS EDUCATION PRIVATE LIMITED,Private,Unlimited Company,State Govt company,17/06/2002,45765397,19265073,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Link Road, Adyar, Delhi - 407075",ROC-DELHI
U91881DL2017PLC438244,SYSTEMS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,31/08/2017,44721645,3600867,Active,RETAIL TRADE,"D-404, Park Street, Satellite, Delhi - 478711",ROC-DELHI
L92263DL2008OPC144911,SYSTEMS FINANCE CONSULTANCY PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,05/08/2008,14542796,10403628,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, MG Road, Adyar, Delhi - 501488",ROC-DELHI
L28579DL2015OPC982324,TECHNOLOGIES PHARMA OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,09/01/2015,27092070,16878726,Strike Off,EDUCATION,"D-404, Brigade Road, Satellite, Delhi - 523506",ROC-DELHI
L39046DL2006OPC782503,TECHNOLOGIES GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,30/11/2006,1532163,20112239,Active,INFORMATION SERVICE ACTIVITIES,"C-303, MG Road, Borivali, Delhi - 533828",ROC-DELHI
U38295DL2005PTC781216,SYSTEMS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,27/12/2005,46107935,15647299,Active,RETAIL TRADE,"A-101, Brigade Road, Adyar, Delhi - 406860",ROC-DELHI
U30901DL2010PLC181059,TEXTILES SYSTEMS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,23/07/2010,30836787,4988391,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Link Road, Borivali, Delhi - 448324",ROC-DELHI
U71735DL2017OPC912622,TEXTILES SYSTEMS TECHNOLOGIES PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,06/11/2017,27613998,10169969,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Adyar, Delhi - 508243",ROC-DELHI
U92009DL2012OPC490842,HEALTHCARE TECH GLOBAL LIMITED,Public,Company limited by guarantee,State Govt company,27/03/2012,37161939,16984035,Dissolved,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Satellite, Delhi - 514047",ROC-DELHI
L28539DL2013OPC265006,IMPORTS CORPORATIONS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,22/12/2013,13570810,22703460,Active,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Andheri, Delhi - 453696",ROC-DELHI
U35028DL2006OPC103436,SERVICES INDIA PRIVATE LIMITED,Private,Company limited by shares,State Govt company,11/09/2006,16064686,19110178,Active,COMPUTER PROGRAMMING,"A-101, Anna Salai, Andheri, Delhi - 472483",ROC-DELHI
L26172DL2017OPC715600,CONSULTANCY OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,06/03/2017,49539489,18230691,Amalgamated,MANUFACTURING (CHEMICALS),"B-202, MG Road, Borivali, Delhi - 465938",ROC-DELHI
U16120DL2012PTC836741,PHARMA OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,08/04/2012,49258286,7181108,Active,RETAIL TRADE,"A-101, Park Street, Andheri, Delhi - 474005",ROC-DELHI
L60790DL2003PTC825144,SYSTEMS INNOVATIONS EXPORTS LIMITED,Public,Unlimited Company,State Govt company,16/07/2003,45523685,21990584,Dissolved,MANUFACTURING (TEXTILES),"E-505, MG Road, Adyar, Delhi - 427870",ROC-DELHI
U65389DL2017PTC304878,CHEMICALS CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,17/11/2017,33850157,9800487,Under Liquidation,EDUCATION,"B-202, Link Road, Andheri, Delhi - 452323",ROC-DELHI
U29977DL2013PLC710014,SERVICES CONSTRUCTIONS PHARMA LIMITED,Private,Unlimited Company,Non-govt company,24/05/2013,16762115,159139,Strike Off,MANUFACTURING (TEXTILES),"D-404, MG Road, Adyar, Delhi - 502357",ROC-DELHI
U61509DL2004PLC216164,INNOVATIONS LIMITED,Private,Unlimited Company,State Govt company,28/03/2004,47197877,5180402,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Anna Salai, Whitefield, Delhi - 551920",ROC-DELHI
U21675DL2022PTC791178,EXPORTS HEALTHCARE TECH OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,11/09/2022,22857924,4627759,Active,FINANCIAL SERVICE ACTIVITIES,"B-202, Brigade Road, Satellite, Delhi - 411038",ROC-DELHI
L56786DL2011PLC816651,INDIA TEXTILES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,19/01/2011,37398216,23199532,Amalgamated,RETAIL TRADE,"D-404, Anna Salai, Borivali, Delhi - 478711",ROC-DELHI
U99278DL2014OPC498865,INDIA PRIVATE LIMITED,Private,Company limited by shares,State Govt company,22/07/2014,7845616,14007071,Strike Off,MANUFACTURING (TEXTILES),"D-404, Anna Salai, Adyar, Delhi - 501603",ROC-DELHI
U95058DL2015OPC995085,EXPORTS CHEMICALS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,09/05/2015,24747835,18787575,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Satellite, Delhi - 455744",ROC-DELHI
U87582DL2000PLC548238,IMPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,11/11/2000,8059361,2381752,Strike Off,INFORMATION SERVICE ACTIVITIES,"A-101, Link Road, Borivali, Delhi - 525066",ROC-DELHI
L96654DL2017PTC519980,SERVICES TECH VENTURES LIMITED,One Person Company,Company limited by shares,State Govt company,01/03/2017,18432496,2509723,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Anna Salai, Whitefield, Delhi - 431395",ROC-DELHI
L24194DL2024PLC622034,PHARMA REALTY PRIVATE LIMITED,Private,Unlimited Company,State Govt company,16/01/2024,31571189,11369478,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"A-101, Link Road, Satellite, Delhi - 429215",ROC-DELHI
U60174DL2008PLC652199,INNOVATIONS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,30/09/2008,30110003,12532721,Dissolved,CONSTRUCTION,"C-303, MG Road, Whitefield, Delhi - 511939",ROC-DELHI
U58790DL2009OPC679071,CHEMICALS INVESTMENTS SOLUTIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,21/02/2009,17379105,6793573,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"E-505, MG Road, Whitefield, Delhi - 484944",ROC-DELHI
L96668DL2007PTC844753,INDIA INVESTMENTS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,07/05/2007,41451266,16904582,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Whitefield, Delhi - 477922",ROC-DELHI
L84325DL2004OPC545659,TEXTILES OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,23/02/2004,5339543,2226713,Amalgamated,MANUFACTURING (CHEMICALS),"E-505, Park Street, Andheri, Delhi - 495441",ROC-DELHI
L67813DL2018OPC919528,TEXTILES OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,24/02/2018,37891176,21668849,Strike Off,EDUCATION,"D-404, Link Road, Borivali, Delhi - 523347",ROC-DELHI
L62286DL2016OPC414758,EDUCATION OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,16/01/2016,34840051,1694816,Under Liquidation,REAL ESTATE ACTIVITIES,"B-202, Brigade Road, Satellite, Delhi - 453249",ROC-DELHI
L19327DL2023PTC955984,GLOBAL OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,15/06/2023,7821907,9890430,Dissolved,WHOLESALE TRADE,"E-505, Anna Salai, Satellite, Delhi - 528603",ROC-DELHI
U37314DL2011PLC347931,IMPORTS REALTY TECH LIMITED,One Person Company,Company limited by guarantee,State Govt company,22/02/2011,47033706,8586252,Active,INFORMATION SERVICE ACTIVITIES,"B-202, Anna Salai, Satellite, Delhi - 440335",ROC-DELHI
U84828DL2002OPC225074,MANUFACTURING OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,20/10/2002,9623973,18402994,Active,MANUFACTURING (CHEMICALS),"A-101, Brigade Road, Whitefield, Delhi - 434939",ROC-DELHI
U33852DL2019PLC912256,FOODS TRADING PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,31/05/2019,11044740,8800822,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Andheri, Delhi - 414422",ROC-DELHI
L84709DL2017PLC334796,FOODS INDIA CHEMICALS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,13/05/2017,19371954,22115090,Under Liquidation,RETAIL TRADE,"E-505, Park Street, Adyar, Delhi - 485562",ROC-DELHI
L32473DL2013PLC869497,HEALTHCARE CAPITAL TECH PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,12/06/2013,39669152,12735168,Active,INFORMATION SERVICE ACTIVITIES,"A-101, Anna Salai, Satellite, Delhi - 467798",ROC-DELHI
U23098DL2017OPC144423,MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,10/12/2017,35911543,21236845,Active,MANUFACTURING (CHEMICALS),"A-101, Brigade Road, Borivali, Delhi - 527391",ROC-DELHI
L83535DL2021PLC973477,INDUSTRIES SOLUTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,09/02/2021,47566330,20882781,Dissolved,MANUFACTURING (TEXTILES),"D-404, Brigade Road, Adyar, Delhi - 403641",ROC-DELHI
L37273DL2016PTC620073,CONSULTANCY TECHNOLOGIES IMPORTS LIMITED,Public,Company limited by guarantee,Non-govt company,26/07/2016,8395796,20248261,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"E-505, Brigade Road, Satellite, Delhi - 526292",ROC-DELHI
U25490DL2019PLC976813,CHEMICALS CORPORATIONS HEALTHCARE OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,11/03/2019,7365512,15913572,Active,MANUFACTURING (CHEMICALS),"A-101, MG Road, Whitefield, Delhi - 501821",ROC-DELHI
U22012DL2011OPC718164,PHARMA OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,15/03/2011,19893745,11253580,Amalgamated,MANUFACTURING (CHEMICALS),"C-303, Link Road, Borivali, Delhi - 412603",ROC-DELHI
U29985DL2012PTC274753,REALTY INDUSTRIES EDUCATION PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,17/04/2012,22469180,16272345,Strike Off,FINANCIAL SERVICE ACTIVITIES,"D-404, MG Road, Whitefield, Delhi - 559445",ROC-DELHI
U44856DL2016OPC993892,INDIA PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,29/06/2016,36139751,10751164,Under Liquidation,CONSTRUCTION,"B-202, Brigade Road, Andheri, Delhi - 552257",ROC-DELHI
U38983DL2015PLC286768,TECHNOLOGIES REALTY LIMITED,Private,Company limited by shares,Non-govt company,06/04/2015,4837955,11001696,Dissolved,CONSTRUCTION,"D-404, Anna Salai, Andheri, Delhi - 527312",ROC-DELHI
L29069DL2016PLC690008,GLOBAL OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,02/06/2016,19796315,23240287,Active,COMPUTER PROGRAMMING,"C-303, Park Street, Satellite, Delhi - 553018",ROC-DELHI
L86344DL2019PTC577917,FOODS LIMITED,Public,Company limited by shares,Non-govt company,31/10/2019,43608734,23838707,Active,CONSTRUCTION,"A-101, Brigade Road, Adyar, Delhi - 444573",ROC-DELHI
L12384DL2008OPC124245,SOLUTIONS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,20/06/2008,28012966,10043752,Under Liquidation,CONSTRUCTION,"E-505, Link Road, Whitefield, Delhi - 552309",ROC-DELHI
U75714DL2006OPC999185,CAPITAL SYSTEMS VENTURES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,05/02/2006,552295,16962715,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"D-404, Park Street, Andheri, Delhi - 496176",ROC-DELHI
U97344DL2019OPC813535,VENTURES LIMITED,Private,Unlimited Company,State Govt company,22/08/2019,16583547,24963679,Amalgamated,COMPUTER PROGRAMMING,"C-303, MG Road, Borivali, Delhi - 462578",ROC-DELHI
U32733DL2015OPC651682,GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,15/08/2015,32786350,7349464,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Link Road, Whitefield, Delhi - 421085",ROC-DELHI
L98686DL2021OPC452535,ENTERPRISES INDUSTRIES OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,25/04/2021,11343550,24449486,Active,MANUFACTURING (CHEMICALS),"B-202, Brigade Road, Andheri, Delhi - 472622",ROC-DELHI
L76558DL2013OPC608824,CAPITAL INDIA CONSTRUCTIONS LIMITED,Private,Company limited by shares,State Govt company,30/08/2013,38081255,6034715,Dissolved,EDUCATION,"E-505, Brigade Road, Adyar, Delhi - 545637",ROC-DELHI
U66945DL2007PTC697229,EXPORTS ENTERPRISES LIMITED,One Person Company,Company limited by shares,State Govt company,14/02/2007,20732532,1777364,Dissolved,CONSTRUCTION,"B-202, MG Road, Andheri, Delhi - 457149",ROC-DELHI
L76296DL2002OPC884727,CORPORATIONS MANUFACTURING CHEMICALS LIMITED,Private,Company limited by shares,Non-govt company,27/07/2002,21501895,16445491,Under Liquidation,COMPUTER PROGRAMMING,"D-404, Brigade Road, Andheri, Delhi - 513415",ROC-DELHI
U77461DL2024OPC471528,INNOVATIONS INTERNATIONAL CHEMICALS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,06/04/2024,42820693,11522999,Active,MANUFACTURING (CHEMICALS),"E-505, Brigade Road, Whitefield, Delhi - 473808",ROC-DELHI
U53751DL2013OPC527618,HEALTHCARE INNOVATIONS TEXTILES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,13/12/2013,40548018,19726828,Strike Off,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Satellite, Delhi - 474287",ROC-DELHI
U26493DL2010PTC409296,CORPORATIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,15/07/2010,25864834,15972176,Under Liquidation,WHOLESALE TRADE,"B-202, MG Road, Andheri, Delhi - 542998",ROC-DELHI
L59466DL2002PLC810729,EXPORTS SERVICES CHEMICALS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,23/01/2002,8339444,12096096,Active,COMPUTER PROGRAMMING,"E-505, Anna Salai, Adyar, Delhi - 512387",ROC-DELHI
