CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L14793TN2003OPC551311,SERVICES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,28/06/2003,42102467,14595549,Amalgamated,INFORMATION SERVICE ACTIVITIES,"B-202, Brigade Road, Whitefield, Tamil Nadu - 521793",ROC-CHENNAI
L79896TN2015OPC173920,CONSULTANCY EXPORTS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,23/12/2015,35436177,14187284,Under Liquidation,REAL ESTATE ACTIVITIES,"D-404, Link Road, Andheri, Tamil Nadu - 528298",ROC-CHENNAI
L23291TN2007OPC129520,SYSTEMS HEALTHCARE PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,26/02/2007,49346401,14595161,Strike Off,ACCOMMODATION AND FOOD SERVICE,"B-202, Anna Salai, Whitefield, Tamil Nadu - 417535",ROC-CHENNAI
L39879TN2005PTC485423,PHARMA REALTY VENTURES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,30/07/2005,20178960,21823886,Dissolved,RETAIL TRADE,"E-505, Link Road, Borivali, Tamil Nadu - 461030",ROC-CHENNAI
L94814TN2000OPC722876,CHEMICALS INDUSTRIES CORPORATIONS LIMITED,One Person Company,Company limited by guarantee,State Govt company,18/03/2000,45823204,1016139,Active,EDUCATION,"D-404, Brigade Road, Adyar, Tamil Nadu - 508472",ROC-CHENNAI
U21811TN2008OPC986493,TEXTILES PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,30/03/2008,14495450,7609829,Active,COMPUTER PROGRAMMING,"D-404, Brigade Road, Andheri, Tamil Nadu - 510120",ROC-CHENNAI
U18996TN2003PLC518329,DEVELOPERS EDUCATION LIMITED,One Person Company,Unlimited Company,Non-govt company,17/07/2003,34948526,9305141,Active,MANUFACTURING (TEXTILES),"B-202, MG Road, Satellite, Tamil Nadu - 456705",ROC-CHENNAI
U57486TN2015PLC554561,MANUFACTURING OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,20/07/2015,48949402,5506505,Under Liquidation,RETAIL TRADE,"B-202, Anna Salai, Satellite, Tamil Nadu - 448161",ROC-CHENNAI
L55892TN2010PLC366313,TECH OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,19/05/2010,9702532,15264284,Active,COMPUTER PROGRAMMING,"B-202, Anna Salai, Borivali, Tamil Nadu - 434768",ROC-CHENNAI
L11499TN2002PTC308694,INVESTMENTS INNOVATIONS VENTURES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,19/05/2002,38558338,6366941,Under Liquidation,CONSTRUCTION,"D-404, Anna Salai, Andheri, Tamil Nadu - 531313",ROC-CHENNAI
U17565TN2018OPC447786,VENTURES LIMITED,Public,Company limited by guarantee,Non-govt company,29/08/2018,26218554,21683104,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, MG Road, Whitefield, Tamil Nadu - 505033",ROC-CHENNAI
U89631TN2002PTC626491,VENTURES CAPITAL LIMITED,One Person Company,Company limited by shares,Non-govt company,08/11/2002,29293877,22069395,Active,REAL ESTATE ACTIVITIES,"C-303, Anna Salai, Whitefield, Tamil Nadu - 533970",ROC-CHENNAI
U95428TN2022PTC918943,EXPORTS INDUSTRIES LIMITED,One Person Company,Company limited by shares,Non-govt company,07/09/2022,8165022,14448238,Amalgamated,EDUCATION,"C-303, MG Road, Borivali, Tamil Nadu - 548032",ROC-CHENNAI
L96508TN2005OPC720674,CONSULTANCY EXPORTS SOLUTIONS LIMITED,One Person Company,Unlimited Company,Non-govt company,02/06/2005,49294575,402834,Amalgamated,RETAIL TRADE,"A-101, MG Road, Andheri, Tamil Nadu - 515607",ROC-CHENNAI
L47959TN2006OPC281333,FINANCE LIMITED,Public,Company limited by shares,State Govt company,26/06/2006,27468019,14427761,Strike Off,ACCOMMODATION AND FOOD SERVICE,"A-101, Park Street, Whitefield, Tamil Nadu - 508266",ROC-CHENNAI
L54434TN2008PTC525905,INTERNATIONAL CORPORATIONS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,22/03/2008,5542493,17411144,Active,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Adyar, Tamil Nadu - 528074",ROC-CHENNAI
U72943TN2005PLC392539,INVESTMENTS TEXTILES EXPORTS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,07/03/2005,49904257,3077157,Amalgamated,RETAIL TRADE,"A-101, MG Road, Adyar, Tamil Nadu - 533055",ROC-CHENNAI
L54362TN2022PLC894303,SYSTEMS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,14/03/2022,13532956,16560714,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Park Street, Borivali, Tamil Nadu - 422151",ROC-CHENNAI
U59793TN2024PLC467526,TECHNOLOGIES CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,01/08/2024,49939918,1241889,Amalgamated,MANUFACTURING (TEXTILES),"A-101, Brigade Road, Satellite, Tamil Nadu - 437879",ROC-CHENNAI
L87105TN2010PLC493362,FINANCE CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,28/10/2010,3301791,10105273,Under Liquidation,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Andheri, Tamil Nadu - 518359",ROC-CHENNAI
L47585TN2013PLC598226,FINANCE SERVICES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,23/01/2013,19251225,18917383,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"E-505, Link Road, Borivali, Tamil Nadu - 439111",ROC-CHENNAI
L71515TN2008PTC405703,SYSTEMS TRADING CONSTRUCTIONS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,08/03/2008,24335119,24470966,Dissolved,REAL ESTATE ACTIVITIES,"D-404, MG Road, Adyar, Tamil Nadu - 516298",ROC-CHENNAI
L76952TN2009PLC321390,MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,13/08/2009,24042200,22375209,Dissolved,WHOLESALE TRADE,"B-202, Brigade Road, Andheri, Tamil Nadu - 548929",ROC-CHENNAI
L64235TN2003PLC705635,CAPITAL TECH INNOVATIONS LIMITED,Private,Company limited by guarantee,State Govt company,07/12/2003,14440910,8322955,Dissolved,RETAIL TRADE,"C-303, Brigade Road, Whitefield, Tamil Nadu - 402348",ROC-CHENNAI
L34606TN2013OPC290741,HEALTHCARE CONSTRUCTIONS TRADING OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,25/12/2013,3077102,8256093,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"E-505, MG Road, Satellite, Tamil Nadu - 491894",ROC-CHENNAI
U47562TN2014PTC929286,TECHNOLOGIES LIMITED,One Person Company,Unlimited Company,State Govt company,09/05/2014,42025458,79205,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, MG Road, Adyar, Tamil Nadu - 479299",ROC-CHENNAI
U52132TN2022PLC724187,FINANCE EDUCATION TECHNOLOGIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,20/06/2022,46399445,5419879,Active,RETAIL TRADE,"B-202, Park Street, Satellite, Tamil Nadu - 536718",ROC-CHENNAI
U78563TN2018PTC862672,TRADING INTERNATIONAL ENTERPRISES LIMITED,Private,Company limited by shares,State Govt company,26/12/2018,285978,11990484,Under Liquidation,WHOLESALE TRADE,"A-101, Brigade Road, Whitefield, Tamil Nadu - 483216",ROC-CHENNAI
L96334TN2008PLC603356,ENTERPRISES MANUFACTURING INNOVATIONS LIMITED,Private,Company limited by shares,State Govt company,16/04/2008,24979076,18786308,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, MG Road, Adyar, Tamil Nadu - 494459",ROC-CHENNAI
U71941TN2008PLC164535,INVESTMENTS GLOBAL SERVICES LIMITED,Public,Company limited by shares,State Govt company,23/08/2008,11108854,5075125,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Brigade Road, Adyar, Tamil Nadu - 424085",ROC-CHENNAI
U79686TN2005OPC324940,HEALTHCARE TECHNOLOGIES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,29/03/2005,47741894,8330230,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Andheri, Tamil Nadu - 408146",ROC-CHENNAI
U34709TN2019PLC360436,CORPORATIONS IMPORTS INTERNATIONAL PRIVATE LIMITED,Private,Company limited by shares,State Govt company,07/02/2019,46740035,23933186,Active,COMPUTER PROGRAMMING,"C-303, Link Road, Satellite, Tamil Nadu - 467594",ROC-CHENNAI
L48601TN2001PLC337615,INTERNATIONAL TECH MANUFACTURING LIMITED,One Person Company,Unlimited Company,Non-govt company,29/08/2001,43254321,19172554,Strike Off,EDUCATION,"D-404, MG Road, Adyar, Tamil Nadu - 542502",ROC-CHENNAI
L32620TN2014OPC984010,MANUFACTURING CONSULTANCY FOODS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,21/02/2014,26725790,22417765,Strike Off,MANUFACTURING (CHEMICALS),"B-202, Brigade Road, Satellite, Tamil Nadu - 524416",ROC-CHENNAI
U91638TN2013OPC493298,GLOBAL OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,24/04/2013,42543395,16971030,Active,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Adyar, Tamil Nadu - 549798",ROC-CHENNAI
U57127TN2006PLC722605,ENTERPRISES LIMITED,Private,Company limited by guarantee,State Govt company,28/09/2006,46878421,22390002,Active,EDUCATION,"D-404, Link Road, Whitefield, Tamil Nadu - 539106",ROC-CHENNAI
U60360TN2021OPC685126,CAPITAL LIMITED,One Person Company,Unlimited Company,State Govt company,28/05/2021,4185115,15485514,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Anna Salai, Andheri, Tamil Nadu - 452604",ROC-CHENNAI
U23156TN2000PLC944494,INDUSTRIES MANUFACTURING PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,26/09/2000,27215893,19566832,Strike Off,MANUFACTURING (FOOD PRODUCTS),"C-303, Park Street, Andheri, Tamil Nadu - 548759",ROC-CHENNAI
U75737TN2000PLC295938,INNOVATIONS GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,19/10/2000,26360872,4225086,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"A-101, Park Street, Adyar, Tamil Nadu - 415602",ROC-CHENNAI
U21736TN2002PTC849512,FINANCE OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,24/04/2002,14182058,16580266,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"E-505, Park Street, Borivali, Tamil Nadu - 489785",ROC-CHENNAI
L31783TN2014OPC413056,CHEMICALS INDUSTRIES HEALTHCARE OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,17/09/2014,1665254,10724525,Strike Off,FINANCIAL SERVICE ACTIVITIES,"B-202, Anna Salai, Borivali, Tamil Nadu - 554969",ROC-CHENNAI
U47326TN2003PTC171527,VENTURES FOODS LIMITED,One Person Company,Unlimited Company,Non-govt company,29/12/2003,9366713,16185162,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"E-505, Anna Salai, Satellite, Tamil Nadu - 497143",ROC-CHENNAI
U88902TN2002PTC456921,TEXTILES PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,06/08/2002,38651115,3344495,Active,HUMAN HEALTH AND SOCIAL WORK,"E-505, Brigade Road, Andheri, Tamil Nadu - 458581",ROC-CHENNAI
L79793TN2009OPC901595,SYSTEMS INNOVATIONS CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,06/02/2009,19076062,2291814,Active,WHOLESALE TRADE,"A-101, Park Street, Satellite, Tamil Nadu - 465033",ROC-CHENNAI
L83679TN2008OPC243586,DEVELOPERS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,10/06/2008,11148831,11370278,Active,RETAIL TRADE,"D-404, Link Road, Satellite, Tamil Nadu - 478311",ROC-CHENNAI
L56629TN2001PLC840895,FINANCE LIMITED,Public,Company limited by guarantee,Non-govt company,07/06/2001,36150683,15227113,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, MG Road, Adyar, Tamil Nadu - 488596",ROC-CHENNAI
L77737TN2014OPC215884,TEXTILES CHEMICALS REALTY OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,07/12/2014,43238951,22600416,Dissolved,INFORMATION SERVICE ACTIVITIES,"E-505, Park Street, Whitefield, Tamil Nadu - 545819",ROC-CHENNAI
L54074TN2019PTC244093,HEALTHCARE ENTERPRISES OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,19/01/2019,18995199,21940276,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Brigade Road, Adyar, Tamil Nadu - 513189",ROC-CHENNAI
L47804TN2017PLC180970,INVESTMENTS LIMITED,One Person Company,Company limited by shares,Non-govt company,16/03/2017,12612685,12641527,Dissolved,EDUCATION,"D-404, MG Road, Satellite, Tamil Nadu - 514070",ROC-CHENNAI
L74211TN2004OPC295855,CAPITAL OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,06/12/2004,43559211,8379671,Dissolved,INFORMATION SERVICE ACTIVITIES,"A-101, Link Road, Andheri, Tamil Nadu - 444479",ROC-CHENNAI
L78052TN2017PTC249861,SOLUTIONS REALTY ENTERPRISES LIMITED,Private,Company limited by shares,Non-govt company,15/05/2017,18621881,21615396,Dissolved,WHOLESALE TRADE,"D-404, Anna Salai, Satellite, Tamil Nadu - 539391",ROC-CHENNAI
L94084TN2024OPC354944,TECH PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,08/11/2024,17391930,7569383,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"E-505, Link Road, Adyar, Tamil Nadu - 553520",ROC-CHENNAI
U47862TN2020PTC702510,SYSTEMS HEALTHCARE LIMITED,Public,Unlimited Company,State Govt company,03/02/2020,28039342,16730665,Active,MANUFACTURING (CHEMICALS),"C-303, Park Street, Adyar, Tamil Nadu - 448552",ROC-CHENNAI
L85381TN2007PTC509207,EDUCATION TECH ENTERPRISES LIMITED,One Person Company,Unlimited Company,State Govt company,06/10/2007,7176743,20762847,Amalgamated,COMPUTER PROGRAMMING,"B-202, Anna Salai, Adyar, Tamil Nadu - 548118",ROC-CHENNAI
U29309TN2009PLC123261,TECH OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,13/03/2009,26294097,3428807,Amalgamated,MANUFACTURING (TEXTILES),"C-303, Brigade Road, Adyar, Tamil Nadu - 405590",ROC-CHENNAI
U82032TN2008PTC939401,TECH OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,19/09/2008,31016003,7621239,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"D-404, Brigade Road, Borivali, Tamil Nadu - 500414",ROC-CHENNAI
L70342TN2008PTC558609,TEXTILES OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,11/12/2008,23216798,13369865,Strike Off,EDUCATION,"D-404, Anna Salai, Satellite, Tamil Nadu - 513506",ROC-CHENNAI
L54059TN2016PTC938875,INTERNATIONAL MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,15/06/2016,47209099,22374669,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Borivali, Tamil Nadu - 512377",ROC-CHENNAI
U78080TN2007PLC839929,SYSTEMS INDUSTRIES INDIA LIMITED,Public,Unlimited Company,State Govt company,23/12/2007,27274806,7699398,Amalgamated,MANUFACTURING (CHEMICALS),"A-101, Link Road, Satellite, Tamil Nadu - 559766",ROC-CHENNAI
L15155TN2023OPC666487,TECHNOLOGIES GLOBAL LIMITED,Public,Company limited by shares,State Govt company,29/03/2023,14441166,12234551,Dissolved,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Andheri, Tamil Nadu - 476194",ROC-CHENNAI
L13844TN2001PTC453895,SERVICES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,21/05/2001,49264213,14744413,Amalgamated,EDUCATION,"B-202, Anna Salai, Satellite, Tamil Nadu - 456816",ROC-CHENNAI
U42095TN2020PLC400819,SOLUTIONS LIMITED,Private,Company limited by guarantee,Non-govt company,07/04/2020,45270025,17887219,Active,INFORMATION SERVICE ACTIVITIES,"D-404, Brigade Road, Andheri, Tamil Nadu - 505203",ROC-CHENNAI
L17629TN2001PLC650858,VENTURES TEXTILES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,12/09/2001,36389054,3442238,Active,ACCOMMODATION AND FOOD SERVICE,"A-101, Brigade Road, Adyar, Tamil Nadu - 508593",ROC-CHENNAI
U54039TN2001OPC415918,TRADING TECH INDIA PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,20/08/2001,462471,20360787,Strike Off,COMPUTER PROGRAMMING,"E-505, Park Street, Borivali, Tamil Nadu - 549681",ROC-CHENNAI
L39794TN2009OPC605332,GLOBAL CAPITAL PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,17/12/2009,20611707,13272664,Dissolved,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Whitefield, Tamil Nadu - 512486",ROC-CHENNAI
L16636TN2002OPC578388,INNOVATIONS CONSTRUCTIONS CONSULTANCY PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,07/01/2002,41949033,10723962,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"D-404, Brigade Road, Adyar, Tamil Nadu - 444061",ROC-CHENNAI
L16161TN2019OPC664830,CAPITAL HEALTHCARE DEVELOPERS LIMITED,Public,Company limited by shares,State Govt company,29/12/2019,24024094,1172200,Active,EDUCATION,"A-101, Park Street, Borivali, Tamil Nadu - 461918",ROC-CHENNAI
U75299TN2016PLC163307,DEVELOPERS LIMITED,One Person Company,Unlimited Company,State Govt company,14/03/2016,26505046,17447071,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"C-303, Link Road, Andheri, Tamil Nadu - 483215",ROC-CHENNAI
L47249TN2022OPC358949,EDUCATION INVESTMENTS INDUSTRIES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,28/01/2022,8234386,3403773,Active,EDUCATION,"A-101, MG Road, Borivali, Tamil Nadu - 538933",ROC-CHENNAI
L69778TN2018OPC911551,FINANCE CONSULTANCY CONSTRUCTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,01/11/2018,20588787,12374796,Active,WHOLESALE TRADE,"C-303, Link Road, Andheri, Tamil Nadu - 554584",ROC-CHENNAI
L78349TN2007PLC853324,CONSTRUCTIONS LIMITED,Public,Company limited by shares,State Govt company,08/09/2007,11906939,8526658,Dissolved,MANUFACTURING (TEXTILES),"A-101, Brigade Road, Adyar, Tamil Nadu - 551292",ROC-CHENNAI
U28474TN2018PLC536601,INNOVATIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,05/10/2018,38401437,23224505,Strike Off,REAL ESTATE ACTIVITIES,"D-404, Anna Salai, Whitefield, Tamil Nadu - 412702",ROC-CHENNAI
L28011TN2021OPC631069,CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,03/06/2021,26139873,18047518,Active,WHOLESALE TRADE,"D-404, Link Road, Satellite, Tamil Nadu - 493197",ROC-CHENNAI
U47689TN2011PLC344657,GLOBAL REALTY INDIA PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,15/07/2011,35016294,2058028,Dissolved,MANUFACTURING (FOOD PRODUCTS),"C-303, Park Street, Borivali, Tamil Nadu - 557588",ROC-CHENNAI
L76594TN2008PLC147126,ENTERPRISES SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,03/12/2008,25661408,24773426,Active,MANUFACTURING (FOOD PRODUCTS),"C-303, Park Street, Andheri, Tamil Nadu - 462127",ROC-CHENNAI
L55145TN2000PTC739363,IMPORTS DEVELOPERS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,17/07/2000,41845590,24091236,Active,REAL ESTATE ACTIVITIES,"D-404, Brigade Road, Satellite, Tamil Nadu - 548083",ROC-CHENNAI
L48969TN2019OPC758070,HEALTHCARE VENTURES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,05/09/2019,23368712,9108734,Dissolved,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Whitefield, Tamil Nadu - 452303",ROC-CHENNAI
U71037TN2020PLC673664,GLOBAL MANUFACTURING REALTY LIMITED,One Person Company,Company limited by guarantee,State Govt company,10/04/2020,23620843,183942,Strike Off,MANUFACTURING (CHEMICALS),"A-101, Anna Salai, Adyar, Tamil Nadu - 440665",ROC-CHENNAI
L31714TN2000OPC855553,FOODS EXPORTS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,28/08/2000,33507078,13911343,Dissolved,INFORMATION SERVICE ACTIVITIES,"B-202, MG Road, Satellite, Tamil Nadu - 484162",ROC-CHENNAI
L46883TN2022OPC975585,DEVELOPERS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,19/09/2022,13695287,7075507,Active,REAL ESTATE ACTIVITIES,"A-101, MG Road, Whitefield, Tamil Nadu - 550954",ROC-CHENNAI
L88601TN2024PLC754434,SOLUTIONS LIMITED,Public,Company limited by shares,State Govt company,03/12/2024,38989593,3360988,Active,MANUFACTURING (TEXTILES),"C-303, Link Road, Satellite, Tamil Nadu - 503067",ROC-CHENNAI
U65417TN2022OPC383938,REALTY LIMITED,One Person Company,Company limited by guarantee,State Govt company,09/05/2022,19428531,14337488,Active,RETAIL TRADE,"E-505, Park Street, Satellite, Tamil Nadu - 532726",ROC-CHENNAI
L27539TN2007PTC661608,CONSULTANCY REALTY INTERNATIONAL LIMITED,Public,Company limited by shares,State Govt company,07/06/2007,43987380,22620150,Active,MANUFACTURING (TEXTILES),"C-303, MG Road, Adyar, Tamil Nadu - 444875",ROC-CHENNAI
U53786TN2011OPC192063,INDUSTRIES SOLUTIONS LIMITED,One Person Company,Company limited by shares,Non-govt company,04/04/2011,6086069,20445662,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Borivali, Tamil Nadu - 441557",ROC-CHENNAI
L48071TN2000PLC587202,VENTURES LIMITED,One Person Company,Company limited by shares,Non-govt company,17/09/2000,38215686,6728910,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Andheri, Tamil Nadu - 516125",ROC-CHENNAI
L14151TN2000PLC197662,INNOVATIONS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,23/09/2000,19715488,16573107,Amalgamated,RETAIL TRADE,"D-404, MG Road, Adyar, Tamil Nadu - 523606",ROC-CHENNAI
L95412TN2003OPC229940,SOLUTIONS HEALTHCARE OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,27/03/2003,44537253,20581262,Active,HUMAN HEALTH AND SOCIAL WORK,"D-404, Anna Salai, Whitefield, Tamil Nadu - 500598",ROC-CHENNAI
L42575TN2002OPC819030,TRADING LIMITED,Private,Company limited by guarantee,State Govt company,02/04/2002,943569,10138600,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"B-202, Brigade Road, Whitefield, Tamil Nadu - 535745",ROC-CHENNAI
U77359TN2014PTC892753,INNOVATIONS LIMITED,One Person Company,Unlimited Company,State Govt company,19/12/2014,17192345,5691365,Strike Off,RETAIL TRADE,"A-101, Brigade Road, Andheri, Tamil Nadu - 494451",ROC-CHENNAI
