CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L23152KA2002OPC277924,TECHNOLOGIES INVESTMENTS INDIA LIMITED,Public,Company limited by shares,Non-govt company,05/03/2002,43708307,8622717,Strike Off,MANUFACTURING (FOOD PRODUCTS),"D-404, Brigade Road, Borivali, Karnataka - 516503",ROC-BANGALORE
U14665KA2024PTC249042,ENTERPRISES INVESTMENTS TECH OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,15/07/2024,37195316,3774819,Active,MANUFACTURING (CHEMICALS),"A-101, Link Road, Whitefield, Karnataka - 477299",ROC-BANGALORE
L34058KA2011PLC527143,SERVICES REALTY PRIVATE LIMITED,Public,Company limited by shares,State Govt company,31/05/2011,16365127,24711086,Active,COMPUTER PROGRAMMING,"D-404, Park Street, Andheri, Karnataka - 535850",ROC-BANGALORE
U89445KA2015PTC526528,TECH ENTERPRISES SYSTEMS LIMITED,Public,Unlimited Company,State Govt company,21/05/2015,8720696,14362664,Under Liquidation,REAL ESTATE ACTIVITIES,"C-303, MG Road, Satellite, Karnataka - 529483",ROC-BANGALORE
U50461KA2014PTC986364,DEVELOPERS GLOBAL LIMITED,Public,Unlimited Company,Non-govt company,17/08/2014,38859720,17999427,Amalgamated,REAL ESTATE ACTIVITIES,"D-404, Park Street, Borivali, Karnataka - 414379",ROC-BANGALORE
L28575KA2013PTC378053,FINANCE LIMITED,One Person Company,Company limited by guarantee,State Govt company,01/01/2013,41815741,22342212,Amalgamated,REAL ESTATE ACTIVITIES,"E-505, Brigade Road, Borivali, Karnataka - 493885",ROC-BANGALORE
U63183KA2008PTC140217,EXPORTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,19/10/2008,2024319,14248450,Under Liquidation,REAL ESTATE ACTIVITIES,"D-404, Park Street, Satellite, Karnataka - 469250",ROC-BANGALORE
U81348KA2020PLC985775,DEVELOPERS LIMITED,Private,Company limited by shares,Non-govt company,29/11/2020,27032743,24102120,Strike Off,FINANCIAL SERVICE ACTIVITIES,"D-404, Brigade Road, Satellite, Karnataka - 520122",ROC-BANGALORE
U51270KA2023PTC539836,TEXTILES LIMITED,Public,Company limited by guarantee,Non-govt company,06/05/2023,1780501,9283127,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"B-202, Park Street, Whitefield, Karnataka - 475788",ROC-BANGALORE
U80668KA2000OPC752879,HEALTHCARE OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,19/11/2000,33111766,19885372,Strike Off,REAL ESTATE ACTIVITIES,"E-505, Park Street, Andheri, Karnataka - 544781",ROC-BANGALORE
L32770KA2002OPC352487,PHARMA EDUCATION OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,18/02/2002,11574416,7723368,Strike Off,WHOLESALE TRADE,"D-404, MG Road, Borivali, Karnataka - 493080",ROC-BANGALORE
U60207KA2002OPC260128,TEXTILES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,11/04/2002,27601328,4482319,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Park Street, Adyar, Karnataka - 445133",ROC-BANGALORE
L97865KA2011PTC643816,CAPITAL SOLUTIONS LIMITED,Public,Company limited by shares,Non-govt company,02/11/2011,7705448,1965919,Dissolved,INFORMATION SERVICE ACTIVITIES,"A-101, Anna Salai, Satellite, Karnataka - 488023",ROC-BANGALORE
U91810KA2014OPC625251,EXPORTS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,07/08/2014,15241537,13203676,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, MG Road, Borivali, Karnataka - 404310",ROC-BANGALORE
L19856KA2000PLC964562,FOODS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,16/03/2000,33515701,6125593,Dissolved,COMPUTER PROGRAMMING,"A-101, MG Road, Adyar, Karnataka - 414431",ROC-BANGALORE
L42723KA2009PLC952995,HEALTHCARE TECH LIMITED,Private,Company limited by guarantee,State Govt company,07/10/2009,29975773,7339784,Active,MANUFACTURING (CHEMICALS),"B-202, MG Road, Andheri, Karnataka - 413521",ROC-BANGALORE
L86395KA2023PTC202595,ENTERPRISES VENTURES TEXTILES LIMITED,Private,Unlimited Company,State Govt company,11/09/2023,41684898,5321956,Amalgamated,INFORMATION SERVICE ACTIVITIES,"D-404, Anna Salai, Andheri, Karnataka - 523481",ROC-BANGALORE
L65713KA2008PTC537105,CONSULTANCY TECH CAPITAL PRIVATE LIMITED,Public,Unlimited Company,State Govt company,11/11/2008,46064067,17551587,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"D-404, Link Road, Whitefield, Karnataka - 439426",ROC-BANGALORE
L12900KA2024OPC968926,INTERNATIONAL SYSTEMS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,23/01/2024,46435883,24206645,Strike Off,CONSTRUCTION,"D-404, Park Street, Adyar, Karnataka - 550271",ROC-BANGALORE
L79787KA2014OPC894739,PHARMA PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,08/09/2014,6791610,22769858,Under Liquidation,RETAIL TRADE,"A-101, Brigade Road, Satellite, Karnataka - 489020",ROC-BANGALORE
U63863KA2004PLC969209,INDUSTRIES LIMITED,One Person Company,Company limited by shares,Non-govt company,18/01/2004,32187062,23237419,Strike Off,MANUFACTURING (TEXTILES),"A-101, Anna Salai, Andheri, Karnataka - 544881",ROC-BANGALORE
U53527KA2006PTC971180,INNOVATIONS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,03/09/2006,15852093,8640917,Active,MANUFACTURING (TEXTILES),"B-202, MG Road, Adyar, Karnataka - 492439",ROC-BANGALORE
L18166KA2023PLC768056,ENTERPRISES CHEMICALS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,01/09/2023,15346293,16913519,Under Liquidation,CONSTRUCTION,"D-404, Link Road, Borivali, Karnataka - 451025",ROC-BANGALORE
U65123KA2023PTC308043,EXPORTS IMPORTS CONSULTANCY OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,14/07/2023,6750943,15631919,Strike Off,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Borivali, Karnataka - 532813",ROC-BANGALORE
U84008KA2002PTC271335,MANUFACTURING SERVICES OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,21/06/2002,42879535,10657101,Dissolved,MANUFACTURING (TEXTILES),"C-303, Brigade Road, Satellite, Karnataka - 453985",ROC-BANGALORE
L18592KA2002PLC232787,SERVICES TRADING OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,20/06/2002,4729837,22477970,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"C-303, Brigade Road, Borivali, Karnataka - 470256",ROC-BANGALORE
U75378KA2003OPC896415,EDUCATION INDIA LIMITED,Public,Company limited by guarantee,State Govt company,02/05/2003,41511414,11768669,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, MG Road, Satellite, Karnataka - 507740",ROC-BANGALORE
U70533KA2012PLC506049,CAPITAL LIMITED,Public,Unlimited Company,Non-govt company,12/02/2012,19509154,7006943,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Karnataka - 530677",ROC-BANGALORE
U51205KA2001PLC622039,ENTERPRISES CONSTRUCTIONS INNOVATIONS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,29/03/2001,2265243,18556777,Active,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Borivali, Karnataka - 507482",ROC-BANGALORE
U87119KA2004OPC740358,TEXTILES FOODS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,26/09/2004,31047968,271009,Strike Off,MANUFACTURING (FOOD PRODUCTS),"B-202, Park Street, Adyar, Karnataka - 485641",ROC-BANGALORE
U50085KA2022OPC649425,EDUCATION OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,07/02/2022,38864891,22493554,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Whitefield, Karnataka - 401466",ROC-BANGALORE
U21166KA2010OPC989724,EXPORTS CONSTRUCTIONS CONSULTANCY OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,01/03/2010,6401935,5646409,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Satellite, Karnataka - 505231",ROC-BANGALORE
L51937KA2020PLC744558,IMPORTS TEXTILES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,23/10/2020,20019980,13786464,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Brigade Road, Borivali, Karnataka - 469653",ROC-BANGALORE
U43957KA2024PTC957788,TECH DEVELOPERS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,26/07/2024,33592710,11323069,Active,MANUFACTURING (CHEMICALS),"B-202, Brigade Road, Borivali, Karnataka - 411982",ROC-BANGALORE
L60570KA2020PLC566891,SYSTEMS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,03/06/2020,38295895,7100948,Active,MANUFACTURING (CHEMICALS),"D-404, Park Street, Adyar, Karnataka - 440053",ROC-BANGALORE
U13093KA2014PTC183908,CONSULTANCY CHEMICALS LIMITED,One Person Company,Company limited by guarantee,State Govt company,25/10/2014,9342599,19515683,Under Liquidation,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Satellite, Karnataka - 419199",ROC-BANGALORE
L31607KA2013OPC781418,INNOVATIONS LIMITED,Private,Company limited by shares,State Govt company,31/07/2013,15390731,14743000,Strike Off,ACCOMMODATION AND FOOD SERVICE,"D-404, Park Street, Borivali, Karnataka - 411220",ROC-BANGALORE
U92479KA2020PLC480361,REALTY GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,06/10/2020,3109563,9231692,Amalgamated,REAL ESTATE ACTIVITIES,"E-505, Park Street, Satellite, Karnataka - 549989",ROC-BANGALORE
L55380KA2020PTC836231,ENTERPRISES CHEMICALS HEALTHCARE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,15/06/2020,25499848,18134158,Active,MANUFACTURING (CHEMICALS),"A-101, MG Road, Andheri, Karnataka - 451632",ROC-BANGALORE
L12580KA2024PLC441177,TEXTILES TECHNOLOGIES EXPORTS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,28/06/2024,2253392,3065747,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"A-101, MG Road, Whitefield, Karnataka - 503429",ROC-BANGALORE
U42592KA2007PLC833753,SOLUTIONS LIMITED,Private,Company limited by guarantee,State Govt company,12/12/2007,22450161,7318115,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Link Road, Satellite, Karnataka - 538986",ROC-BANGALORE
L87659KA2009PTC311533,GLOBAL SERVICES LIMITED,One Person Company,Company limited by guarantee,Non-govt company,07/09/2009,16166391,16390893,Amalgamated,WHOLESALE TRADE,"A-101, Brigade Road, Satellite, Karnataka - 465014",ROC-BANGALORE
U98910KA2003OPC843917,FOODS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,25/05/2003,38580053,3235270,Active,CONSTRUCTION,"A-101, Brigade Road, Adyar, Karnataka - 520735",ROC-BANGALORE
L48047KA2008PTC660050,INTERNATIONAL OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,21/05/2008,44740792,17059249,Amalgamated,EDUCATION,"B-202, Anna Salai, Adyar, Karnataka - 520262",ROC-BANGALORE
U40395KA2001OPC813849,INTERNATIONAL FOODS LIMITED,One Person Company,Unlimited Company,State Govt company,05/08/2001,31109159,12730682,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Satellite, Karnataka - 524385",ROC-BANGALORE
U11540KA2019OPC315669,VENTURES LIMITED,Private,Company limited by shares,State Govt company,02/01/2019,19729542,13502010,Dissolved,COMPUTER PROGRAMMING,"C-303, Link Road, Borivali, Karnataka - 493675",ROC-BANGALORE
L14971KA2005PLC788482,CONSULTANCY SYSTEMS SERVICES PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,02/06/2005,11368308,21014646,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Anna Salai, Satellite, Karnataka - 550433",ROC-BANGALORE
U99066KA2014PLC976544,FOODS INNOVATIONS CHEMICALS LIMITED,One Person Company,Company limited by shares,State Govt company,17/04/2014,21255012,4966699,Dissolved,WHOLESALE TRADE,"A-101, Brigade Road, Adyar, Karnataka - 458244",ROC-BANGALORE
U54604KA2018PLC199599,INDIA INTERNATIONAL LIMITED,Public,Company limited by guarantee,State Govt company,23/07/2018,6560684,7247610,Active,COMPUTER PROGRAMMING,"D-404, Link Road, Borivali, Karnataka - 527180",ROC-BANGALORE
U22641KA2008PLC756552,CAPITAL VENTURES SYSTEMS LIMITED,One Person Company,Unlimited Company,Non-govt company,06/08/2008,27012632,1245919,Active,REAL ESTATE ACTIVITIES,"B-202, Brigade Road, Satellite, Karnataka - 513025",ROC-BANGALORE
L19487KA2004PLC393077,FOODS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,14/07/2004,22898151,18604632,Active,RETAIL TRADE,"C-303, Link Road, Satellite, Karnataka - 490333",ROC-BANGALORE
U77678KA2015PLC574349,IMPORTS LIMITED,One Person Company,Unlimited Company,State Govt company,17/03/2015,30752199,7954622,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Adyar, Karnataka - 509224",ROC-BANGALORE
U78656KA2014PTC467725,SYSTEMS INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,01/11/2014,15056082,4443514,Dissolved,FINANCIAL SERVICE ACTIVITIES,"B-202, MG Road, Satellite, Karnataka - 552309",ROC-BANGALORE
L83517KA2008PLC315877,TEXTILES REALTY CONSTRUCTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,11/08/2008,28436951,22446970,Active,REAL ESTATE ACTIVITIES,"D-404, Link Road, Adyar, Karnataka - 487226",ROC-BANGALORE
L60517KA2008OPC968727,PHARMA FOODS EXPORTS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,16/05/2008,21482393,21676436,Under Liquidation,REAL ESTATE ACTIVITIES,"B-202, Brigade Road, Borivali, Karnataka - 508701",ROC-BANGALORE
L18895KA2012OPC468037,FOODS TECHNOLOGIES GLOBAL LIMITED,Private,Company limited by guarantee,Non-govt company,22/04/2012,8458508,18490551,Amalgamated,COMPUTER PROGRAMMING,"B-202, Park Street, Andheri, Karnataka - 535013",ROC-BANGALORE
U57777KA2004PLC162449,TECHNOLOGIES GLOBAL PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,28/05/2004,26803690,10195642,Dissolved,MANUFACTURING (FOOD PRODUCTS),"A-101, Brigade Road, Borivali, Karnataka - 517426",ROC-BANGALORE
U63863KA2018PTC985284,VENTURES PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,22/07/2018,4784268,1757872,Amalgamated,MANUFACTURING (TEXTILES),"A-101, Park Street, Satellite, Karnataka - 431022",ROC-BANGALORE
L12228KA2005OPC604215,CONSULTANCY OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,25/08/2005,10188082,3119596,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Brigade Road, Adyar, Karnataka - 414562",ROC-BANGALORE
U29757KA2001PTC111598,DEVELOPERS MANUFACTURING LIMITED,Private,Company limited by guarantee,Non-govt company,19/10/2001,13733945,23588401,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, Park Street, Satellite, Karnataka - 452487",ROC-BANGALORE
L87413KA2010PLC441008,IMPORTS HEALTHCARE LIMITED,Private,Unlimited Company,Non-govt company,16/04/2010,45062315,7154145,Dissolved,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Borivali, Karnataka - 516254",ROC-BANGALORE
L62783KA2022PLC155883,CONSTRUCTIONS IMPORTS FINANCE OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,25/12/2022,12652518,4890054,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"E-505, Link Road, Andheri, Karnataka - 518759",ROC-BANGALORE
L51386KA2018PTC510040,SERVICES TRADING PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,09/08/2018,14295057,19216025,Under Liquidation,MANUFACTURING (TEXTILES),"D-404, Link Road, Borivali, Karnataka - 470097",ROC-BANGALORE
U87813KA2017OPC298807,FINANCE OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,04/01/2017,6136079,23054313,Under Liquidation,MANUFACTURING (TEXTILES),"A-101, Anna Salai, Whitefield, Karnataka - 494693",ROC-BANGALORE
L19260KA2000OPC315726,EXPORTS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,29/06/2000,6218003,7405530,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Whitefield, Karnataka - 497727",ROC-BANGALORE
L23325KA2005OPC843498,DEVELOPERS INTERNATIONAL OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,25/01/2005,16551429,12172682,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Satellite, Karnataka - 438586",ROC-BANGALORE
L84938KA2016OPC239788,CONSULTANCY CAPITAL PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,13/12/2016,5336250,7288009,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"E-505, Brigade Road, Borivali, Karnataka - 491437",ROC-BANGALORE
U80614KA2007PTC338813,TECH SOLUTIONS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,26/11/2007,5550038,11748203,Amalgamated,REAL ESTATE ACTIVITIES,"B-202, Anna Salai, Adyar, Karnataka - 423427",ROC-BANGALORE
L56418KA2017PTC663278,EDUCATION ENTERPRISES PRIVATE LIMITED,Private,Company limited by shares,State Govt company,18/11/2017,31361011,18168212,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Anna Salai, Adyar, Karnataka - 482540",ROC-BANGALORE
L50541KA2018PLC299104,HEALTHCARE OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,05/06/2018,49109625,15016254,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Brigade Road, Andheri, Karnataka - 473930",ROC-BANGALORE
L96352KA2016PTC275874,INDUSTRIES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,19/03/2016,33557554,6537432,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"B-202, MG Road, Adyar, Karnataka - 402290",ROC-BANGALORE
U96944KA2016PLC668378,TECHNOLOGIES LIMITED,One Person Company,Company limited by guarantee,State Govt company,19/06/2016,20839645,19764577,Strike Off,WHOLESALE TRADE,"D-404, Link Road, Borivali, Karnataka - 494831",ROC-BANGALORE
U78489KA2010OPC923837,SERVICES PHARMA PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,30/01/2010,34806710,14933849,Amalgamated,EDUCATION,"D-404, Link Road, Adyar, Karnataka - 469241",ROC-BANGALORE
U67571KA2019PLC770589,TRADING PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,07/09/2019,49769296,13948529,Active,CONSTRUCTION,"E-505, MG Road, Borivali, Karnataka - 543666",ROC-BANGALORE
U82422KA2002PLC259426,TECHNOLOGIES ENTERPRISES VENTURES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,03/09/2002,45104313,10760733,Under Liquidation,RETAIL TRADE,"B-202, Brigade Road, Adyar, Karnataka - 540015",ROC-BANGALORE
U86889KA2000PTC547651,SOLUTIONS REALTY OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,07/08/2000,4031250,20112765,Active,RETAIL TRADE,"B-202, Anna Salai, Borivali, Karnataka - 491237",ROC-BANGALORE
L78979KA2010OPC965301,TEXTILES GLOBAL PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,11/02/2010,5168920,10364039,Amalgamated,EDUCATION,"E-505, Park Street, Borivali, Karnataka - 538369",ROC-BANGALORE
L37687KA2008OPC253776,TECHNOLOGIES INDIA PRIVATE LIMITED,Public,Company limited by shares,State Govt company,02/11/2008,22870605,900260,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Borivali, Karnataka - 433641",ROC-BANGALORE
L90196KA2008PLC530509,GLOBAL TECH OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,03/05/2008,37183675,15755399,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Satellite, Karnataka - 521538",ROC-BANGALORE
U51219KA2011PLC837568,INDIA INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,19/08/2011,44426914,2807828,Active,COMPUTER PROGRAMMING,"D-404, Anna Salai, Adyar, Karnataka - 519284",ROC-BANGALORE
U69301KA2016PLC670906,SERVICES OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,15/07/2016,8734534,14090958,Strike Off,FINANCIAL SERVICE ACTIVITIES,"E-505, Link Road, Satellite, Karnataka - 403248",ROC-BANGALORE
U35638KA2002PLC717603,CONSTRUCTIONS REALTY GLOBAL OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,02/10/2002,45463886,7218038,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Park Street, Andheri, Karnataka - 546593",ROC-BANGALORE
L44031KA2005OPC840402,INDUSTRIES TRADING OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,04/10/2005,19316731,10429830,Amalgamated,REAL ESTATE ACTIVITIES,"E-505, Brigade Road, Adyar, Karnataka - 449455",ROC-BANGALORE
U73094KA2005PTC971274,CONSTRUCTIONS MANUFACTURING INDUSTRIES LIMITED,Public,Company limited by guarantee,State Govt company,15/10/2005,45655935,10700121,Strike Off,WHOLESALE TRADE,"C-303, MG Road, Whitefield, Karnataka - 525551",ROC-BANGALORE
