CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L99474GJ2004OPC307193,GLOBAL INDUSTRIES FINANCE OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,20/09/2004,46416165,15174091,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, MG Road, Satellite, Gujarat - 475950",ROC-AHMEDABAD
L74708GJ2006PTC457295,CHEMICALS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,02/04/2006,32231341,5954555,Under Liquidation,EDUCATION,"A-101, Brigade Road, Borivali, Gujarat - 512414",ROC-AHMEDABAD
L47562GJ2013PLC596042,CAPITAL GLOBAL INVESTMENTS LIMITED,Private,Company limited by shares,Non-govt company,28/01/2013,45036198,16483171,Amalgamated,EDUCATION,"C-303, MG Road, Satellite, Gujarat - 424417",ROC-AHMEDABAD
U28040GJ2012OPC660794,GLOBAL TRADING OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,21/01/2012,36920683,24987831,Dissolved,EDUCATION,"B-202, Link Road, Satellite, Gujarat - 401488",ROC-AHMEDABAD
L79930GJ2019PTC598061,SYSTEMS INTERNATIONAL INVESTMENTS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,29/07/2019,29091965,3284707,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, MG Road, Borivali, Gujarat - 484915",ROC-AHMEDABAD
L96276GJ2001PLC954829,HEALTHCARE SERVICES LIMITED,Private,Unlimited Company,State Govt company,26/09/2001,14071204,19940751,Active,HUMAN HEALTH AND SOCIAL WORK,"B-202, Brigade Road, Borivali, Gujarat - 518065",ROC-AHMEDABAD
L88748GJ2015PTC283210,INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,29/06/2015,48129469,19067174,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, Park Street, Adyar, Gujarat - 434925",ROC-AHMEDABAD
U35305GJ2007PLC984603,ENTERPRISES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,19/12/2007,36145203,19422182,Active,REAL ESTATE ACTIVITIES,"D-404, Park Street, Andheri, Gujarat - 558859",ROC-AHMEDABAD
L92999GJ2013PLC966755,PHARMA CONSULTANCY EDUCATION PRIVATE LIMITED,Private,Company limited by shares,State Govt company,11/04/2013,19118411,16847272,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Whitefield, Gujarat - 559867",ROC-AHMEDABAD
L31312GJ2002PTC540448,SYSTEMS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,16/11/2002,42019505,15576684,Active,MANUFACTURING (TEXTILES),"A-101, Park Street, Adyar, Gujarat - 502958",ROC-AHMEDABAD
U53146GJ2024OPC227378,TRADING OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,23/05/2024,5231490,677538,Active,MANUFACTURING (TEXTILES),"C-303, Anna Salai, Andheri, Gujarat - 536737",ROC-AHMEDABAD
L28815GJ2003PTC238262,IMPORTS REALTY CHEMICALS LIMITED,One Person Company,Company limited by shares,Non-govt company,05/06/2003,3687151,15521983,Strike Off,MANUFACTURING (TEXTILES),"D-404, MG Road, Whitefield, Gujarat - 413745",ROC-AHMEDABAD
L32474GJ2004PTC647066,TECH REALTY SERVICES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,01/02/2004,46146146,3795419,Strike Off,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Borivali, Gujarat - 531942",ROC-AHMEDABAD
L20776GJ2008OPC885921,FINANCE PHARMA SERVICES LIMITED,One Person Company,Company limited by guarantee,Non-govt company,23/01/2008,15805612,22488278,Dissolved,EDUCATION,"D-404, Park Street, Whitefield, Gujarat - 450769",ROC-AHMEDABAD
L18768GJ2023PLC244141,CONSULTANCY DEVELOPERS INTERNATIONAL OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,27/03/2023,24483213,24746775,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Link Road, Whitefield, Gujarat - 425634",ROC-AHMEDABAD
U57581GJ2024PLC745243,GLOBAL REALTY SERVICES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,14/03/2024,44856971,21946245,Active,MANUFACTURING (CHEMICALS),"A-101, Anna Salai, Adyar, Gujarat - 503790",ROC-AHMEDABAD
U85595GJ2018PLC586916,CONSTRUCTIONS CONSULTANCY LIMITED,One Person Company,Company limited by guarantee,State Govt company,09/03/2018,21321731,3067233,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Whitefield, Gujarat - 473481",ROC-AHMEDABAD
U37950GJ2023PLC457206,INNOVATIONS CORPORATIONS FOODS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,14/07/2023,32230053,19243000,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"D-404, Link Road, Adyar, Gujarat - 426033",ROC-AHMEDABAD
U74785GJ2013PLC560943,SERVICES CONSTRUCTIONS INTERNATIONAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,12/03/2013,18910232,7998842,Active,CONSTRUCTION,"C-303, Anna Salai, Borivali, Gujarat - 553128",ROC-AHMEDABAD
L66406GJ2003PTC442439,PHARMA TEXTILES OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,06/05/2003,3985140,1640851,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Anna Salai, Whitefield, Gujarat - 492333",ROC-AHMEDABAD
L65262GJ2002OPC156698,CONSULTANCY LIMITED,Private,Company limited by guarantee,Non-govt company,22/02/2002,38516244,21451869,Strike Off,EDUCATION,"A-101, MG Road, Satellite, Gujarat - 469157",ROC-AHMEDABAD
L90352GJ2015PTC495715,INTERNATIONAL TECHNOLOGIES PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,06/04/2015,33339709,6525256,Amalgamated,WHOLESALE TRADE,"B-202, Anna Salai, Satellite, Gujarat - 469137",ROC-AHMEDABAD
L72380GJ2017PTC700847,EDUCATION OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,20/04/2017,20351660,9663830,Amalgamated,RETAIL TRADE,"D-404, MG Road, Whitefield, Gujarat - 415152",ROC-AHMEDABAD
U36214GJ2001PTC253795,TEXTILES INDUSTRIES LIMITED,Private,Company limited by shares,Non-govt company,21/12/2001,29377651,11596076,Strike Off,INFORMATION SERVICE ACTIVITIES,"E-505, MG Road, Borivali, Gujarat - 415213",ROC-AHMEDABAD
U76602GJ2019PTC690292,FINANCE ENTERPRISES TECH OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,19/02/2019,12034488,15700704,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"E-505, Anna Salai, Adyar, Gujarat - 489071",ROC-AHMEDABAD
L22036GJ2018OPC715163,CHEMICALS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,11/08/2018,18075068,16222381,Active,RETAIL TRADE,"A-101, Link Road, Borivali, Gujarat - 483025",ROC-AHMEDABAD
U84694GJ2017PTC969740,INVESTMENTS PHARMA PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,11/03/2017,43340134,11175663,Dissolved,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Andheri, Gujarat - 521152",ROC-AHMEDABAD
L98725GJ2016OPC512378,TECHNOLOGIES SYSTEMS GLOBAL PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,05/06/2016,19921328,1738211,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Brigade Road, Borivali, Gujarat - 467704",ROC-AHMEDABAD
U11027GJ2021PTC116166,PHARMA EDUCATION VENTURES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,31/03/2021,15213465,11042428,Dissolved,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Adyar, Gujarat - 427869",ROC-AHMEDABAD
U82562GJ2022OPC688298,PHARMA OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,22/04/2022,2057303,1507281,Under Liquidation,RETAIL TRADE,"C-303, Link Road, Borivali, Gujarat - 462177",ROC-AHMEDABAD
L43063GJ2002OPC893676,TECH PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,11/03/2002,32204064,295259,Dissolved,EDUCATION,"A-101, Park Street, Adyar, Gujarat - 446219",ROC-AHMEDABAD
L63176GJ2008PLC215625,INVESTMENTS CONSULTANCY PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,04/04/2008,41899744,22311925,Dissolved,MANUFACTURING (FOOD PRODUCTS),"B-202, Brigade Road, Adyar, Gujarat - 474627",ROC-AHMEDABAD
L41917GJ2005OPC864939,SOLUTIONS EDUCATION LIMITED,Private,Unlimited Company,State Govt company,03/09/2005,14102355,19650966,Strike Off,CONSTRUCTION,"B-202, MG Road, Borivali, Gujarat - 549196",ROC-AHMEDABAD
L63820GJ2020PLC235442,SYSTEMS SOLUTIONS TEXTILES OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,26/08/2020,47531992,18210446,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"C-303, MG Road, Whitefield, Gujarat - 414093",ROC-AHMEDABAD
U55562GJ2013OPC483107,FINANCE PRIVATE LIMITED,Private,Unlimited Company,State Govt company,03/09/2013,40829884,14272278,Under Liquidation,CONSTRUCTION,"B-202, Anna Salai, Adyar, Gujarat - 524096",ROC-AHMEDABAD
L15962GJ2020PLC149395,VENTURES CONSTRUCTIONS LIMITED,Private,Company limited by guarantee,Non-govt company,04/10/2020,12013097,11511945,Dissolved,CONSTRUCTION,"C-303, Anna Salai, Andheri, Gujarat - 489816",ROC-AHMEDABAD
U75119GJ2011OPC198830,EDUCATION TEXTILES VENTURES PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,02/07/2011,961891,3551736,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"A-101, Link Road, Whitefield, Gujarat - 479177",ROC-AHMEDABAD
L46889GJ2019PLC772241,SYSTEMS CAPITAL LIMITED,Public,Unlimited Company,State Govt company,24/05/2019,46546343,3412458,Dissolved,EDUCATION,"D-404, MG Road, Satellite, Gujarat - 473761",ROC-AHMEDABAD
U81295GJ2000PTC149545,MANUFACTURING OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,22/01/2000,35379234,19326014,Dissolved,MANUFACTURING (FOOD PRODUCTS),"D-404, Brigade Road, Satellite, Gujarat - 403699",ROC-AHMEDABAD
L59870GJ2019OPC157116,SOLUTIONS LIMITED,One Person Company,Company limited by guarantee,State Govt company,27/08/2019,13601067,17522392,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Brigade Road, Borivali, Gujarat - 536222",ROC-AHMEDABAD
U41619GJ2016PLC218380,INNOVATIONS EXPORTS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,21/10/2016,25169751,12715655,Strike Off,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Whitefield, Gujarat - 430971",ROC-AHMEDABAD
U91344GJ2006PTC338502,SYSTEMS CORPORATIONS DEVELOPERS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,17/09/2006,11831219,15126534,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Anna Salai, Adyar, Gujarat - 450018",ROC-AHMEDABAD
U38701GJ2002OPC840680,REALTY TRADING OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,18/03/2002,47892362,21579345,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"D-404, Anna Salai, Whitefield, Gujarat - 409746",ROC-AHMEDABAD
U94957GJ2002PTC710760,DEVELOPERS ENTERPRISES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,12/11/2002,15940155,17694679,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"A-101, MG Road, Adyar, Gujarat - 452776",ROC-AHMEDABAD
L25382GJ2005OPC952577,INVESTMENTS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,12/01/2005,11425494,8271962,Under Liquidation,COMPUTER PROGRAMMING,"B-202, MG Road, Adyar, Gujarat - 540850",ROC-AHMEDABAD
L97209GJ2001PTC126408,VENTURES LIMITED,Public,Company limited by shares,State Govt company,22/10/2001,18801935,14849292,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"C-303, Park Street, Andheri, Gujarat - 416143",ROC-AHMEDABAD
U34384GJ2001OPC512734,SOLUTIONS INNOVATIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,18/09/2001,20972943,930103,Amalgamated,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Borivali, Gujarat - 494562",ROC-AHMEDABAD
L19346GJ2008PTC465582,TECH EXPORTS VENTURES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,24/05/2008,33328766,12193953,Dissolved,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Andheri, Gujarat - 429738",ROC-AHMEDABAD
U25558GJ2002PLC210946,INTERNATIONAL LIMITED,One Person Company,Company limited by guarantee,Non-govt company,02/01/2002,32907749,11198696,Amalgamated,EDUCATION,"C-303, Link Road, Whitefield, Gujarat - 533481",ROC-AHMEDABAD
U23481GJ2022PTC702660,EDUCATION INVESTMENTS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,08/04/2022,30305405,6333263,Dissolved,ACCOMMODATION AND FOOD SERVICE,"A-101, Brigade Road, Adyar, Gujarat - 474415",ROC-AHMEDABAD
L11738GJ2010OPC696300,FINANCE GLOBAL LIMITED,Public,Company limited by shares,Non-govt company,07/09/2010,20497934,847431,Dissolved,ACCOMMODATION AND FOOD SERVICE,"A-101, Anna Salai, Satellite, Gujarat - 439308",ROC-AHMEDABAD
L81580GJ2008PLC343788,PHARMA REALTY CHEMICALS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,11/06/2008,10297963,24716956,Amalgamated,MANUFACTURING (CHEMICALS),"D-404, Anna Salai, Satellite, Gujarat - 452665",ROC-AHMEDABAD
U74459GJ2013PTC147383,INDUSTRIES TECH FOODS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,21/06/2013,10171003,1261946,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"B-202, Link Road, Borivali, Gujarat - 494286",ROC-AHMEDABAD
U82408GJ2022OPC161134,INVESTMENTS GLOBAL CHEMICALS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,01/06/2022,42708510,11016342,Active,MANUFACTURING (TEXTILES),"D-404, Anna Salai, Borivali, Gujarat - 496189",ROC-AHMEDABAD
U28132GJ2022PLC753474,INNOVATIONS VENTURES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,11/10/2022,30388479,17460033,Active,ACCOMMODATION AND FOOD SERVICE,"A-101, Anna Salai, Whitefield, Gujarat - 527084",ROC-AHMEDABAD
U72714GJ2020OPC808167,CONSULTANCY TRADING CAPITAL PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,22/02/2020,21030528,7233432,Under Liquidation,REAL ESTATE ACTIVITIES,"E-505, Park Street, Satellite, Gujarat - 401779",ROC-AHMEDABAD
U51019GJ2020PTC114347,DEVELOPERS CONSULTANCY HEALTHCARE LIMITED,One Person Company,Company limited by shares,State Govt company,16/03/2020,28087653,2436458,Active,HUMAN HEALTH AND SOCIAL WORK,"C-303, Brigade Road, Borivali, Gujarat - 426952",ROC-AHMEDABAD
U82278GJ2005PLC808922,CORPORATIONS MANUFACTURING LIMITED,Public,Company limited by shares,State Govt company,10/11/2005,30859003,1604120,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Park Street, Borivali, Gujarat - 509409",ROC-AHMEDABAD
L69040GJ2009PTC419704,ENTERPRISES LIMITED,One Person Company,Company limited by shares,Non-govt company,07/07/2009,4581033,6271532,Dissolved,RETAIL TRADE,"D-404, MG Road, Satellite, Gujarat - 509911",ROC-AHMEDABAD
L64009GJ2005OPC305407,TEXTILES INTERNATIONAL OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,08/08/2005,26667590,18809721,Amalgamated,EDUCATION,"B-202, Link Road, Satellite, Gujarat - 490205",ROC-AHMEDABAD
L84358GJ2020OPC932226,VENTURES PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,15/12/2020,25413692,7642132,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Brigade Road, Whitefield, Gujarat - 479256",ROC-AHMEDABAD
U36326GJ2024PLC198322,REALTY OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,01/06/2024,22769124,21869386,Dissolved,FINANCIAL SERVICE ACTIVITIES,"E-505, Anna Salai, Adyar, Gujarat - 445116",ROC-AHMEDABAD
L17935GJ2023PLC674972,TECH REALTY OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,25/08/2023,47332914,15308254,Strike Off,RETAIL TRADE,"D-404, Park Street, Satellite, Gujarat - 549168",ROC-AHMEDABAD
L19802GJ2012PTC264187,TECHNOLOGIES PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,30/04/2012,6709298,1655293,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"C-303, MG Road, Borivali, Gujarat - 523093",ROC-AHMEDABAD
U54363GJ2024PTC482894,TECH DEVELOPERS LIMITED,Private,Company limited by guarantee,State Govt company,29/07/2024,38005118,21239634,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"B-202, Anna Salai, Whitefield, Gujarat - 431288",ROC-AHMEDABAD
U62878GJ2014PLC322779,MANUFACTURING LIMITED,Public,Company limited by shares,State Govt company,16/03/2014,7395597,8530719,Dissolved,MANUFACTURING (FOOD PRODUCTS),"C-303, Park Street, Adyar, Gujarat - 454053",ROC-AHMEDABAD
U11578GJ2004PTC263429,DEVELOPERS SOLUTIONS CONSULTANCY OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,05/07/2004,16395269,18215463,Dissolved,ACCOMMODATION AND FOOD SERVICE,"E-505, Brigade Road, Adyar, Gujarat - 471112",ROC-AHMEDABAD
U80643GJ2011PTC378174,FINANCE TECHNOLOGIES CHEMICALS LIMITED,Private,Company limited by guarantee,State Govt company,28/12/2011,34944560,4209554,Strike Off,FINANCIAL SERVICE ACTIVITIES,"D-404, Link Road, Borivali, Gujarat - 530953",ROC-AHMEDABAD
U90847GJ2002OPC645057,REALTY GLOBAL LIMITED,Public,Unlimited Company,Non-govt company,14/10/2002,42417697,15268001,Dissolved,INFORMATION SERVICE ACTIVITIES,"E-505, Anna Salai, Andheri, Gujarat - 439971",ROC-AHMEDABAD
U13327GJ2012PTC523359,PHARMA OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,28/05/2012,40743646,12192113,Under Liquidation,CONSTRUCTION,"A-101, Brigade Road, Andheri, Gujarat - 462950",ROC-AHMEDABAD
U33081GJ2022OPC911678,HEALTHCARE ENTERPRISES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,15/02/2022,28224491,6776984,Strike Off,MANUFACTURING (CHEMICALS),"C-303, MG Road, Andheri, Gujarat - 545870",ROC-AHMEDABAD
L82941GJ2021PLC394777,IMPORTS HEALTHCARE OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,13/08/2021,34219264,1099188,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Brigade Road, Andheri, Gujarat - 495811",ROC-AHMEDABAD
U17284GJ2019PLC837820,PHARMA LIMITED,Private,Company limited by guarantee,Non-govt company,09/08/2019,4525378,22617100,Under Liquidation,EDUCATION,"B-202, MG Road, Satellite, Gujarat - 548059",ROC-AHMEDABAD
L84179GJ2012PLC221663,INNOVATIONS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,05/06/2012,25428324,7931218,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Link Road, Adyar, Gujarat - 494130",ROC-AHMEDABAD
U88660GJ2018PTC197464,IMPORTS LIMITED,Private,Company limited by shares,Non-govt company,22/03/2018,7790005,9492521,Active,RETAIL TRADE,"C-303, Park Street, Andheri, Gujarat - 460113",ROC-AHMEDABAD
L62050GJ2017OPC311790,SERVICES PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,25/05/2017,43663150,2724932,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Link Road, Adyar, Gujarat - 421977",ROC-AHMEDABAD
L63226GJ2007PTC288083,TRADING OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,13/09/2007,40996415,3240307,Active,MANUFACTURING (TEXTILES),"D-404, MG Road, Andheri, Gujarat - 406824",ROC-AHMEDABAD
L80619GJ2003PLC195594,FINANCE TRADING OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,15/10/2003,44908055,14934701,Under Liquidation,RETAIL TRADE,"A-101, MG Road, Borivali, Gujarat - 511224",ROC-AHMEDABAD
L21338GJ2003OPC958988,INTERNATIONAL FINANCE SOLUTIONS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,18/08/2003,10623771,21917050,Strike Off,MANUFACTURING (TEXTILES),"A-101, Anna Salai, Satellite, Gujarat - 522283",ROC-AHMEDABAD
U15314GJ2006OPC707615,EXPORTS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,23/01/2006,9778365,6565900,Dissolved,REAL ESTATE ACTIVITIES,"C-303, Link Road, Andheri, Gujarat - 547515",ROC-AHMEDABAD
L16461GJ2020PTC559198,TRADING OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,13/12/2020,6160538,4874375,Under Liquidation,MANUFACTURING (TEXTILES),"A-101, Link Road, Adyar, Gujarat - 539079",ROC-AHMEDABAD
U50283GJ2008PTC396794,VENTURES INTERNATIONAL FOODS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,17/09/2008,29343177,1488208,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"C-303, Link Road, Andheri, Gujarat - 404402",ROC-AHMEDABAD
L70199GJ2009OPC837687,PHARMA TECH LIMITED,One Person Company,Company limited by guarantee,State Govt company,02/11/2009,26506801,8869569,Active,HUMAN HEALTH AND SOCIAL WORK,"D-404, Brigade Road, Adyar, Gujarat - 530136",ROC-AHMEDABAD
L85888GJ2018PTC608290,TECH REALTY OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,03/10/2018,45199121,390419,Under Liquidation,EDUCATION,"D-404, Anna Salai, Whitefield, Gujarat - 447347",ROC-AHMEDABAD
U14414GJ2016PTC446643,VENTURES PHARMA LIMITED,One Person Company,Unlimited Company,Non-govt company,30/12/2016,48855764,13372325,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, MG Road, Satellite, Gujarat - 558275",ROC-AHMEDABAD
L10219GJ2010PLC956689,INDIA LIMITED,Private,Unlimited Company,State Govt company,27/01/2010,43120878,4923928,Active,MANUFACTURING (TEXTILES),"B-202, Park Street, Adyar, Gujarat - 535753",ROC-AHMEDABAD
U25824GJ2013PLC654927,TECH TECHNOLOGIES CONSULTANCY PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,14/10/2013,16208920,13926081,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Link Road, Adyar, Gujarat - 441766",ROC-AHMEDABAD
U89645GJ2008PLC662001,CORPORATIONS IMPORTS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,12/07/2008,49306019,677716,Active,MANUFACTURING (CHEMICALS),"B-202, Park Street, Andheri, Gujarat - 494567",ROC-AHMEDABAD
