CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U65640MH2018OPC947033,REALTY LIMITED,Private,Unlimited Company,Non-govt company,27/10/2018,6561684,16267794,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Borivali, Maharashtra - 498220",ROC-MUMBAI
L14797MH2023PLC728259,PHARMA TECHNOLOGIES INVESTMENTS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,30/09/2023,11787331,20378976,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Anna Salai, Adyar, Maharashtra - 433307",ROC-MUMBAI
U25454MH2021PTC241424,TECH SERVICES LIMITED,Private,Company limited by guarantee,State Govt company,16/04/2021,44360481,6707362,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Maharashtra - 475255",ROC-MUMBAI
L31860MH2009PTC491988,TEXTILES ENTERPRISES CAPITAL PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,18/08/2009,44510155,7049006,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"B-202, MG Road, Whitefield, Maharashtra - 545463",ROC-MUMBAI
L20035MH2012PTC528180,GLOBAL INNOVATIONS LIMITED,Public,Unlimited Company,Non-govt company,30/10/2012,20522708,21701226,Dissolved,ACCOMMODATION AND FOOD SERVICE,"E-505, Anna Salai, Satellite, Maharashtra - 421772",ROC-MUMBAI
L67652MH2005PTC409706,CONSULTANCY LIMITED,One Person Company,Unlimited Company,State Govt company,12/12/2005,32281558,9857706,Active,EDUCATION,"D-404, Link Road, Whitefield, Maharashtra - 446958",ROC-MUMBAI
L22050MH2002PLC805212,TEXTILES CONSTRUCTIONS LIMITED,Private,Company limited by guarantee,State Govt company,28/10/2002,46042560,12372334,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"B-202, Park Street, Whitefield, Maharashtra - 466791",ROC-MUMBAI
U29189MH2003PTC708482,DEVELOPERS CAPITAL LIMITED,Public,Unlimited Company,Non-govt company,17/04/2003,33383250,6513164,Amalgamated,RETAIL TRADE,"B-202, MG Road, Whitefield, Maharashtra - 497234",ROC-MUMBAI
L84117MH2006PTC650120,EDUCATION GLOBAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,21/01/2006,11802163,12613872,Active,MANUFACTURING (TEXTILES),"C-303, MG Road, Whitefield, Maharashtra - 537499",ROC-MUMBAI
U48145MH2007OPC582559,INTERNATIONAL GLOBAL SYSTEMS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,19/05/2007,23625539,5291728,Amalgamated,MANUFACTURING (TEXTILES),"B-202, Park Street, Andheri, Maharashtra - 513708",ROC-MUMBAI
L25165MH2008OPC575444,FOODS TECHNOLOGIES LIMITED,Public,Unlimited Company,State Govt company,24/01/2008,39872257,507382,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"E-505, Park Street, Satellite, Maharashtra - 405820",ROC-MUMBAI
U71735MH2004PLC497074,PHARMA INDUSTRIES CHEMICALS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,01/01/2004,9121790,10204381,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Adyar, Maharashtra - 544892",ROC-MUMBAI
L73816MH2016PLC737197,TECHNOLOGIES TRADING PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,01/09/2016,32598045,8817976,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, MG Road, Adyar, Maharashtra - 551358",ROC-MUMBAI
U63889MH2024PLC856129,VENTURES OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,27/02/2024,11022104,6140442,Active,CONSTRUCTION,"D-404, Brigade Road, Andheri, Maharashtra - 548064",ROC-MUMBAI
U50188MH2010OPC253416,PHARMA PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,18/09/2010,49680211,13721005,Amalgamated,WHOLESALE TRADE,"B-202, MG Road, Borivali, Maharashtra - 539399",ROC-MUMBAI
U45139MH2014PTC622913,EXPORTS INTERNATIONAL CAPITAL OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,18/03/2014,30197002,13170444,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"A-101, Anna Salai, Borivali, Maharashtra - 423397",ROC-MUMBAI
U84298MH2007OPC120863,EXPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,08/09/2007,29519361,10618479,Strike Off,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Maharashtra - 453301",ROC-MUMBAI
U86984MH2020PLC673930,INVESTMENTS LIMITED,Private,Company limited by guarantee,State Govt company,01/12/2020,24367874,1371977,Strike Off,RETAIL TRADE,"C-303, MG Road, Adyar, Maharashtra - 553334",ROC-MUMBAI
U79711MH2006OPC456140,VENTURES PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,10/09/2006,42041809,6414694,Under Liquidation,MANUFACTURING (CHEMICALS),"C-303, Park Street, Andheri, Maharashtra - 486555",ROC-MUMBAI
L64241MH2008PLC966723,INVESTMENTS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,28/10/2008,7584626,14257944,Strike Off,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Borivali, Maharashtra - 431042",ROC-MUMBAI
U49344MH2009PTC887877,REALTY FINANCE OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,25/07/2009,5746500,782812,Dissolved,EDUCATION,"A-101, Brigade Road, Satellite, Maharashtra - 555504",ROC-MUMBAI
U71551MH2009PLC423409,SOLUTIONS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,25/12/2009,44240247,15585169,Strike Off,CONSTRUCTION,"E-505, Anna Salai, Borivali, Maharashtra - 532350",ROC-MUMBAI
L37492MH2022PLC791291,VENTURES CONSULTANCY INTERNATIONAL PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,04/06/2022,39783238,1125200,Amalgamated,INFORMATION SERVICE ACTIVITIES,"B-202, Anna Salai, Andheri, Maharashtra - 517723",ROC-MUMBAI
L59584MH2004PTC299680,TEXTILES OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,28/09/2004,37373249,19807278,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"A-101, Park Street, Adyar, Maharashtra - 474641",ROC-MUMBAI
L89580MH2017PLC543402,REALTY TRADING TECHNOLOGIES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,05/12/2017,782301,22374860,Strike Off,CONSTRUCTION,"D-404, Brigade Road, Andheri, Maharashtra - 425059",ROC-MUMBAI
U56988MH2009PTC921606,TECH TEXTILES SERVICES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,18/11/2009,1968465,8757097,Under Liquidation,CONSTRUCTION,"C-303, MG Road, Whitefield, Maharashtra - 489673",ROC-MUMBAI
L54662MH2005PTC773934,SYSTEMS MANUFACTURING FINANCE OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,26/12/2005,28145938,12195838,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, Link Road, Adyar, Maharashtra - 467973",ROC-MUMBAI
U65522MH2001PLC494057,SYSTEMS DEVELOPERS LIMITED,Public,Company limited by shares,Non-govt company,28/02/2001,22828103,15831102,Under Liquidation,WHOLESALE TRADE,"A-101, Park Street, Adyar, Maharashtra - 517670",ROC-MUMBAI
U46390MH2020PLC358777,REALTY SERVICES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,12/09/2020,16831418,18931924,Strike Off,MANUFACTURING (FOOD PRODUCTS),"E-505, Anna Salai, Borivali, Maharashtra - 507396",ROC-MUMBAI
L37862MH2000PTC396881,TECHNOLOGIES INVESTMENTS SYSTEMS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,30/11/2000,40998277,3333728,Active,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Adyar, Maharashtra - 419804",ROC-MUMBAI
U86411MH2016PTC907812,CONSULTANCY PRIVATE LIMITED,Public,Company limited by shares,State Govt company,16/09/2016,1576648,11562516,Strike Off,CONSTRUCTION,"B-202, MG Road, Whitefield, Maharashtra - 518604",ROC-MUMBAI
U33034MH2015PLC302133,VENTURES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,14/04/2015,47772284,14682894,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Brigade Road, Andheri, Maharashtra - 493912",ROC-MUMBAI
U45630MH2015OPC395238,TECH OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,07/07/2015,24192069,6113727,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Adyar, Maharashtra - 441572",ROC-MUMBAI
L83853MH2015OPC834442,SOLUTIONS CORPORATIONS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,02/07/2015,5601429,12636422,Active,EDUCATION,"A-101, Anna Salai, Andheri, Maharashtra - 551050",ROC-MUMBAI
U11882MH2010PTC684558,TRADING OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,21/03/2010,9905826,10323813,Under Liquidation,WHOLESALE TRADE,"B-202, MG Road, Satellite, Maharashtra - 524934",ROC-MUMBAI
U80430MH2012PLC166158,TRADING OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,07/12/2012,1954291,1507076,Dissolved,COMPUTER PROGRAMMING,"C-303, MG Road, Borivali, Maharashtra - 433293",ROC-MUMBAI
L78515MH2003PLC480556,SOLUTIONS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,12/01/2003,18193445,16283488,Dissolved,MANUFACTURING (CHEMICALS),"A-101, Anna Salai, Whitefield, Maharashtra - 503613",ROC-MUMBAI
L65004MH2023PLC496267,INVESTMENTS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,06/06/2023,47150021,12076831,Strike Off,MANUFACTURING (TEXTILES),"A-101, Park Street, Whitefield, Maharashtra - 456110",ROC-MUMBAI
L75032MH2008OPC576461,GLOBAL INTERNATIONAL OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,23/04/2008,25499179,11493230,Active,EDUCATION,"E-505, Anna Salai, Adyar, Maharashtra - 495776",ROC-MUMBAI
U44746MH2011OPC816902,SERVICES LIMITED,Private,Unlimited Company,State Govt company,17/06/2011,15312376,17457948,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, Brigade Road, Adyar, Maharashtra - 479652",ROC-MUMBAI
U57999MH2014PTC508901,TECHNOLOGIES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,07/01/2014,7571781,20586552,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"C-303, Brigade Road, Andheri, Maharashtra - 508551",ROC-MUMBAI
L57611MH2000PLC551250,TECHNOLOGIES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,21/01/2000,26475659,6535989,Active,HUMAN HEALTH AND SOCIAL WORK,"C-303, Brigade Road, Andheri, Maharashtra - 535508",ROC-MUMBAI
U98308MH2023OPC249284,TEXTILES TRADING EDUCATION PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,17/07/2023,36802989,7721592,Strike Off,REAL ESTATE ACTIVITIES,"E-505, Link Road, Whitefield, Maharashtra - 451819",ROC-MUMBAI
U12604MH2005PTC886641,CAPITAL GLOBAL TEXTILES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,04/05/2005,28014408,17468174,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Maharashtra - 488459",ROC-MUMBAI
L41025MH2002PTC767980,TEXTILES PHARMA LIMITED,One Person Company,Company limited by shares,State Govt company,30/09/2002,16270168,5423930,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"D-404, Park Street, Adyar, Maharashtra - 498203",ROC-MUMBAI
L51622MH2018PTC286609,CHEMICALS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,05/05/2018,6715267,11768412,Under Liquidation,RETAIL TRADE,"A-101, Brigade Road, Satellite, Maharashtra - 461484",ROC-MUMBAI
U22330MH2005OPC442741,CORPORATIONS INVESTMENTS LIMITED,Public,Company limited by shares,State Govt company,11/04/2005,27130105,16804599,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Adyar, Maharashtra - 456042",ROC-MUMBAI
L35618MH2003PTC569867,INDIA TEXTILES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,31/12/2003,22262485,13883634,Amalgamated,CONSTRUCTION,"E-505, Anna Salai, Satellite, Maharashtra - 543239",ROC-MUMBAI
L89024MH2008PLC337380,FOODS HEALTHCARE REALTY LIMITED,Private,Unlimited Company,Non-govt company,15/08/2008,7254978,9642296,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Whitefield, Maharashtra - 539346",ROC-MUMBAI
U90122MH2011PLC560256,FOODS CONSULTANCY PRIVATE LIMITED,Private,Unlimited Company,State Govt company,02/07/2011,33477200,9112059,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Adyar, Maharashtra - 434239",ROC-MUMBAI
L88192MH2004PTC938786,CHEMICALS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,05/06/2004,10095420,2308252,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"E-505, Link Road, Whitefield, Maharashtra - 528609",ROC-MUMBAI
L23151MH2014OPC900165,SOLUTIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,15/02/2014,21311713,19037286,Amalgamated,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Andheri, Maharashtra - 469584",ROC-MUMBAI
L86391MH2009OPC462253,ENTERPRISES SOLUTIONS LIMITED,Private,Company limited by shares,State Govt company,26/09/2009,35035613,22062098,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Anna Salai, Borivali, Maharashtra - 521994",ROC-MUMBAI
L72111MH2009PLC822318,REALTY INVESTMENTS FOODS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,23/04/2009,18975225,1774361,Dissolved,CONSTRUCTION,"E-505, MG Road, Satellite, Maharashtra - 541720",ROC-MUMBAI
U29892MH2024OPC611526,INNOVATIONS TRADING PHARMA PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,03/07/2024,3962535,1984199,Amalgamated,COMPUTER PROGRAMMING,"E-505, Anna Salai, Satellite, Maharashtra - 550315",ROC-MUMBAI
U31110MH2000OPC273091,ENTERPRISES MANUFACTURING IMPORTS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,13/03/2000,49581120,24674780,Strike Off,COMPUTER PROGRAMMING,"C-303, Park Street, Borivali, Maharashtra - 538239",ROC-MUMBAI
U57010MH2011PLC327793,HEALTHCARE PRIVATE LIMITED,Private,Unlimited Company,State Govt company,28/05/2011,45665922,20783834,Active,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Satellite, Maharashtra - 401076",ROC-MUMBAI
U58770MH2008PLC942014,TECH PRIVATE LIMITED,Public,Company limited by shares,State Govt company,23/07/2008,34914788,9161483,Active,COMPUTER PROGRAMMING,"A-101, Link Road, Whitefield, Maharashtra - 540593",ROC-MUMBAI
L24608MH2012PLC166717,IMPORTS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,02/05/2012,19283463,13972991,Active,FINANCIAL SERVICE ACTIVITIES,"B-202, Anna Salai, Adyar, Maharashtra - 417209",ROC-MUMBAI
U40195MH2016PTC114511,TRADING LIMITED,One Person Company,Company limited by shares,Non-govt company,11/02/2016,43733065,2357373,Dissolved,CONSTRUCTION,"E-505, MG Road, Borivali, Maharashtra - 490204",ROC-MUMBAI
L60734MH2008OPC825579,PHARMA INVESTMENTS TECH LIMITED,Private,Unlimited Company,Non-govt company,06/08/2008,34418505,6097352,Active,INFORMATION SERVICE ACTIVITIES,"A-101, Brigade Road, Andheri, Maharashtra - 529770",ROC-MUMBAI
L51982MH2014OPC954835,PHARMA SYSTEMS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,29/05/2014,21895442,10168780,Active,HUMAN HEALTH AND SOCIAL WORK,"D-404, Brigade Road, Andheri, Maharashtra - 474035",ROC-MUMBAI
U89205MH2022PTC477664,CONSULTANCY INVESTMENTS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,20/02/2022,30458840,14462368,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Link Road, Adyar, Maharashtra - 438322",ROC-MUMBAI
L47405MH2023PTC588910,CONSULTANCY OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,11/02/2023,18983865,274900,Dissolved,EDUCATION,"A-101, Brigade Road, Adyar, Maharashtra - 556590",ROC-MUMBAI
U23086MH2017OPC122585,PHARMA INNOVATIONS INDUSTRIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,20/03/2017,37462238,16860410,Active,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Borivali, Maharashtra - 405803",ROC-MUMBAI
U84983MH2007OPC640853,INVESTMENTS CONSTRUCTIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,07/03/2007,22273969,12779257,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Brigade Road, Andheri, Maharashtra - 543137",ROC-MUMBAI
U85957MH2020PTC396908,PHARMA EXPORTS LIMITED,Public,Company limited by guarantee,Non-govt company,21/02/2020,6007916,23015409,Strike Off,INFORMATION SERVICE ACTIVITIES,"D-404, Anna Salai, Borivali, Maharashtra - 429993",ROC-MUMBAI
U95851MH2007PTC772446,CONSULTANCY PHARMA SERVICES LIMITED,Private,Unlimited Company,State Govt company,14/08/2007,24376929,24900252,Active,COMPUTER PROGRAMMING,"B-202, Link Road, Andheri, Maharashtra - 442737",ROC-MUMBAI
L22157MH2022PTC806915,INVESTMENTS DEVELOPERS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,01/08/2022,21913751,14495946,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Brigade Road, Adyar, Maharashtra - 449409",ROC-MUMBAI
L50344MH2024PTC928435,EDUCATION OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,01/12/2024,13166567,12973907,Dissolved,ACCOMMODATION AND FOOD SERVICE,"C-303, Anna Salai, Whitefield, Maharashtra - 532144",ROC-MUMBAI
U69693MH2014PLC129308,TRADING CONSULTANCY DEVELOPERS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,30/12/2014,26062343,19018594,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"D-404, Link Road, Whitefield, Maharashtra - 434090",ROC-MUMBAI
U99286MH2016PLC569166,EDUCATION OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,27/04/2016,6738438,13192673,Dissolved,FINANCIAL SERVICE ACTIVITIES,"A-101, MG Road, Borivali, Maharashtra - 504969",ROC-MUMBAI
L17802MH2001PTC356633,FINANCE CORPORATIONS TECHNOLOGIES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,10/04/2001,48903444,4554790,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, MG Road, Satellite, Maharashtra - 422600",ROC-MUMBAI
U54262MH2002OPC834312,INVESTMENTS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,14/04/2002,28188415,18884256,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Whitefield, Maharashtra - 466036",ROC-MUMBAI
L92923MH2018PTC217222,MANUFACTURING LIMITED,Private,Unlimited Company,State Govt company,05/11/2018,21174787,9899461,Amalgamated,EDUCATION,"E-505, Anna Salai, Whitefield, Maharashtra - 437367",ROC-MUMBAI
L94318MH2001OPC264967,INNOVATIONS FOODS IMPORTS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,06/09/2001,36421165,15871481,Dissolved,EDUCATION,"A-101, Anna Salai, Whitefield, Maharashtra - 524395",ROC-MUMBAI
U69107MH2003PTC383506,FINANCE PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,03/09/2003,48057790,3864718,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Anna Salai, Adyar, Maharashtra - 443121",ROC-MUMBAI
U38661MH2014PLC235971,SERVICES INDUSTRIES OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,19/07/2014,39647921,18519344,Active,MANUFACTURING (CHEMICALS),"C-303, Brigade Road, Borivali, Maharashtra - 514842",ROC-MUMBAI
L45989MH2001OPC153674,GLOBAL TEXTILES IMPORTS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,28/09/2001,29444254,6256029,Amalgamated,INFORMATION SERVICE ACTIVITIES,"C-303, Park Street, Andheri, Maharashtra - 536144",ROC-MUMBAI
U20225MH2014PLC575661,INNOVATIONS INDUSTRIES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,09/06/2014,23472229,19269047,Strike Off,COMPUTER PROGRAMMING,"C-303, Brigade Road, Adyar, Maharashtra - 506159",ROC-MUMBAI
L71663MH2021PLC855700,INVESTMENTS EDUCATION CONSULTANCY LIMITED,Private,Company limited by guarantee,Non-govt company,04/03/2021,1834507,1419068,Strike Off,CONSTRUCTION,"E-505, Park Street, Adyar, Maharashtra - 494466",ROC-MUMBAI
U19618MH2008OPC401659,EDUCATION PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,26/12/2008,36330309,2678928,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Satellite, Maharashtra - 552799",ROC-MUMBAI
L14274MH2020PLC633960,FINANCE TECHNOLOGIES PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,03/09/2020,25447993,7902004,Dissolved,CONSTRUCTION,"D-404, Brigade Road, Satellite, Maharashtra - 410952",ROC-MUMBAI
L87002MH2020PTC254430,DEVELOPERS CAPITAL SYSTEMS LIMITED,Private,Company limited by shares,State Govt company,08/11/2020,19592018,23288734,Dissolved,WHOLESALE TRADE,"D-404, MG Road, Satellite, Maharashtra - 521433",ROC-MUMBAI
L52027MH2001OPC423090,FINANCE SYSTEMS FOODS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,24/02/2001,24710460,10550607,Dissolved,COMPUTER PROGRAMMING,"A-101, MG Road, Adyar, Maharashtra - 446262",ROC-MUMBAI
L60707MH2015PLC120219,CORPORATIONS EXPORTS HEALTHCARE PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,25/08/2015,16777859,11763975,Amalgamated,CONSTRUCTION,"E-505, Brigade Road, Adyar, Maharashtra - 548304",ROC-MUMBAI
L90887MH2012PLC959177,TECHNOLOGIES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,19/10/2012,21926070,96797,Under Liquidation,COMPUTER PROGRAMMING,"A-101, Anna Salai, Whitefield, Maharashtra - 462780",ROC-MUMBAI
